"","date","hosp_census_5_current","hosp_census_95_current","hosp_census_median_current","vent_census_5_current","vent_census_95_current","vent_census_median_current","hosp_admits_5_current","hosp_admits_95_current","hosp_admits_median_current","vent_admits_5_current","vent_admits_95_current","vent_admits_median_current","hosp_census_5_reduction_10","hosp_census_95_reduction_10","hosp_census_median_reduction_10","vent_census_5_reduction_10","vent_census_95_reduction_10","vent_census_median_reduction_10","hosp_admits_5_reduction_10","hosp_admits_95_reduction_10","hosp_admits_median_reduction_10","vent_admits_5_reduction_10","vent_admits_95_reduction_10","vent_admits_median_reduction_10","hosp_census_5_increase_10","hosp_census_95_increase_10","hosp_census_median_increase_10","vent_census_5_increase_10","vent_census_95_increase_10","vent_census_median_increase_10","hosp_admits_5_increase_10","hosp_admits_95_increase_10","hosp_admits_median_increase_10","vent_admits_5_increase_10","vent_admits_95_increase_10","vent_admits_median_increase_10","hosp_census_observed","vent_census_observed","hosp_admits_observed","vent_admits_observed"
"134",2020-06-22,5.070386261,12.1199209,8.286581366,0.160267405,2.445674904,0.957841815,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.052036549,12.0288561,8.293628911,0.15766387,2.4622651,0.951885942,0,2,0,0,1,0,3,NA,1,NA
"135",2020-06-23,4.851552856,11.74721025,7.984415627,0.144910247,2.391539278,0.906045199,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.834032435,11.69874254,8.011913058,0.144171708,2.40200637,0.911521055,0,2,0,0,1,0,3,NA,0,NA
"136",2020-06-24,4.638483545,11.38160425,7.682713402,0.131973468,2.341451017,0.867659922,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.627447677,11.3186311,7.699417885,0.132359337,2.318419406,0.865798645,0,1,0,0,1,0,4,NA,1,NA
"137",2020-06-25,4.428476499,11.02921706,7.411758733,0.119972615,2.276865325,0.826766584,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.444857499,10.94911419,7.412607555,0.119404767,2.262376576,0.82598168,0,1,0,0,1,0,5,NA,1,NA
"138",2020-06-26,4.244208754,10.63886326,7.135741557,0.109364932,2.227748703,0.791171254,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.248220708,10.57217327,7.154484733,0.109396999,2.212256858,0.791750313,0,1,0,0,1,0,5,NA,0,NA
"139",2020-06-27,4.047580174,10.30247456,6.865998833,0.099900718,2.144659683,0.752399026,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.047832689,10.27350941,6.887449821,0.09811057,2.157932664,0.754583088,0,1,0,0,1,0,5,NA,0,NA
"140",2020-06-28,3.86893956,9.957821984,6.608985819,0.090538035,2.079866072,0.714753178,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.865051488,9.976221372,6.644420336,0.088561613,2.104676223,0.719973507,0,1,0,0,1,0,6,NA,2,NA
"141",2020-06-29,3.682519228,9.63981207,6.367144778,0.081795417,2.044067016,0.677608248,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.667645926,9.681201142,6.392258077,0.07984818,2.073858383,0.686047122,0,1,0,0,1,0,6,NA,0,NA
"142",2020-06-30,3.495977106,9.324845208,6.127699069,0.074451272,1.994666389,0.643730729,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.489269902,9.356782107,6.157442626,0.071736267,2.018041997,0.654829639,0,1,0,0,1,0,8,NA,2,NA
"143",2020-07-01,3.331653937,9.09165362,5.905523972,0.066671263,1.947523292,0.622088841,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.341611868,9.075969654,5.926875872,0.063438511,1.975322192,0.623211509,0,1,0,0,1,0,8,NA,0,NA
"144",2020-07-02,3.164019843,8.804130101,5.681064948,0.060193274,1.898966894,0.589978316,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.184295239,8.795225867,5.686751654,0.056771475,1.908684886,0.589710371,0,1,0,0,1,0,9,NA,2,NA
"145",2020-07-03,3.01620226,8.558173156,5.469804093,0.055223267,1.852975695,0.564632169,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.044289651,8.499143715,5.477989136,0.051451822,1.864204473,0.553924571,0,1,0,0,1,0,10,NA,1,NA
"146",2020-07-04,2.896823371,8.257120657,5.262676207,0.049576782,1.801616407,0.538018258,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.876607112,8.265638151,5.273578229,0.0469513,1.794970095,0.527279259,0,1,0,0,1,0,7,NA,0,NA
"147",2020-07-05,2.755588603,8.027537255,5.066418445,0.044311671,1.769805213,0.510282024,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.752640197,8.016283663,5.071748794,0.042049024,1.750974436,0.499415648,0,1,0,0,1,0,7,NA,0,NA
"148",2020-07-06,2.633399493,7.774589714,4.878230082,0.039604041,1.73048121,0.48049368,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.627561101,7.764290651,4.8930882,0.037582411,1.713057573,0.471179795,0,1,0,0,1,0,9,NA,2,NA
"149",2020-07-07,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,NA,1,NA
"150",2020-07-08,0,1,0,0,0.879684713117954,0,0,1,0,0,0,0,0,1,0,0,0.881619508091267,0,0,1,0,0,0,0,0,1,0,0,0.880701006673078,0,0,1,0,0,0,0,10,NA,1,NA
"151",2020-07-09,0,1.7527422665239,0,0,0.885513846675769,0,0,1,0,0,0,0,0,1.75522548842302,0,0,0.887635674864076,0,0,1,0,0,0,0,0,1.76938009550247,0,0,0.885407331896658,0,0,1,0,0,0,0,11,NA,2,NA
"152",2020-07-10,0,1.86392746948361,0,0,0.92307186811932,0,0,1,0,0,0,0,0,1.87026083399691,0,0,0.899853754220744,0,0,1,0,0,0,0,0,1.87695766909909,0.591039598886491,0,0.935244584467461,0,0,1,0,0,0,0,12,NA,1,NA
"153",2020-07-11,0,2.24645686000823,0.643266590078232,0,1,0,0,1,0,0,0,0,0,2.24230415362116,0.633376571827937,0,1,0,0,1,0,0,0,0,0,2.23093110256447,0.645739673486477,0,1,0,0,1,0,0,0,0,13,NA,1,NA
"154",2020-07-12,0,2.46870162140102,0.736941670296412,0,1,0,0,1,0,0,0,0,0,2.4666307318168,0.736383640959421,0,1,0,0,1,0,0,0,0,0,2.5176700655508,0.737181629759935,0,1,0,0,1,0,0,0,0,13,NA,1,NA
"155",2020-07-13,0,2.72873735215098,0.858604389752208,0,1,0,0,1,0,0,1,0,0,2.72339551543054,0.861718385542664,0,1,0,0,1,0,0,1,0,0,2.75260027966512,0.864201769319229,0,1,0,0,1,0,0,1,0,13,NA,0,NA
"156",2020-07-14,0,3.01267793840439,1,0,1,0,0,1,0,0,1,0,0,3.04372230989717,1,0,1,0,0,1,0,0,1,0,0,3.06836963157745,1,0,1.1485540607506,0,0,1,0,0,1,0,12,NA,0,NA
"157",2020-07-15,0,3.32904403590965,1.19440137347862,0,1.33047451290283,0,0,1,0,0,1,0,0,3.3396368727407,1.20519983757227,0,1.27983959428436,0,0,1,0,0,1,0,0,3.36010190485035,1.2212695743944,0,1.35320645963642,0,0,1,0,0,1,0,11,NA,1,NA
"158",2020-07-16,0,3.68882046167586,1.39296002158363,0,1.45823146950817,0,0,2,0,0,1,0,0,3.64001710978531,1.40898689022746,0,1.43930877521598,0,0,2,0,0,1,0,0,3.6962927629937,1.40750156405176,0,1.4801328874154,0,0,2,0,0,1,0,12,NA,1,NA
"159",2020-07-17,0,4.05143044645817,1.60843595614279,0,1.55678580710064,0,0,2,0,0,1,0,0,4.06537375530538,1.62203110816576,0,1.54437358937209,0,0,2,0,0,1,0,0,4.07898425411314,1.6226755676105,0,1.59583595206771,0,0,2,0,0,1,0,10,NA,1,NA
"160",2020-07-18,0.18829267293935,4.44396897358844,1.83327142171735,0,1.66782397215057,0,0,2,0,0,1,0,0.161058749232643,4.43490676938992,1.84530446669738,0,1.64946991228583,0,0,2,0,0,1,0,0.188573105600357,4.47016190749862,1.85358526556305,0,1.67281175560603,0,0,2,0,0,1,0,10,NA,1,NA
"161",2020-07-19,0.296092155086268,4.95654280730848,2.08286383101627,0,1.79124450935428,0.237210672714222,0,2,0,0,1,0,0.289925622531022,4.91871888703269,2.06465141748419,0,1.76795323873438,0.220008046772551,0,2,0,0,1,0,0.29405109472309,4.93558538796767,2.10248256088742,0,1.77589591975004,0.23083625200456,0,2,0,0,1,0,11,NA,1,NA
"162",2020-07-20,0.440414034787567,5.42123333603506,2.36255867796102,0,1.89228603817892,0.355113663319246,0,2,0,0,1,0,0.418183591218709,5.40789398124826,2.34836493371378,0,1.88067129224717,0.345144676838125,0,2,0,0,1,0,0.434169881188485,5.44836460202892,2.37310089767579,0,1.89979454588877,0.35953913873742,0,2,0,0,1,0,13,NA,2,NA
"163",2020-07-21,0.558607349773213,6.01549387461054,2.66789568717364,0,2.02677685774334,0.453980506190211,0,2,0,0,1,0,0.562233674438218,5.94420291286279,2.64420542124216,0,2.02806398615874,0.447596257320538,0,2,0,0,1,0,0.575814557376827,6.06531364461591,2.69420485129526,0,2.06960344503043,0.466156758927658,0,2,0,0,1,0,13,NA,0,NA
"164",2020-07-22,0.735861940956255,6.68534251523489,3.01482766304555,0,2.23346373994346,0.539869951931608,0,2,1,0,1,0,0.725732509837134,6.63592289077949,2.98765740894818,0,2.20317878804698,0.537015039456987,0,3,1,0,1,0,0.725404896175599,6.69523880313597,3.00572394288903,0,2.2794433300551,0.550770693426908,0,2,1,0,1,0,13,NA,0,NA
