"","date","hosp_census_5_current","hosp_census_95_current","hosp_census_median_current","vent_census_5_current","vent_census_95_current","vent_census_median_current","hosp_admits_5_current","hosp_admits_95_current","hosp_admits_median_current","vent_admits_5_current","vent_admits_95_current","vent_admits_median_current","hosp_census_5_reduction_10","hosp_census_95_reduction_10","hosp_census_median_reduction_10","vent_census_5_reduction_10","vent_census_95_reduction_10","vent_census_median_reduction_10","hosp_admits_5_reduction_10","hosp_admits_95_reduction_10","hosp_admits_median_reduction_10","vent_admits_5_reduction_10","vent_admits_95_reduction_10","vent_admits_median_reduction_10","hosp_census_5_increase_10","hosp_census_95_increase_10","hosp_census_median_increase_10","vent_census_5_increase_10","vent_census_95_increase_10","vent_census_median_increase_10","hosp_admits_5_increase_10","hosp_admits_95_increase_10","hosp_admits_median_increase_10","vent_admits_5_increase_10","vent_admits_95_increase_10","vent_admits_median_increase_10","hosp_census_observed","vent_census_observed","hosp_admits_observed","vent_admits_observed"
"265",2020-10-31,22.1156673651993,42.3191889680969,32.1832451606605,2.83349928382351,20.4906638465508,6.81187685706351,1,9,4,0,3,1,21.9418468234397,42.3346899357314,32.2194220005616,2.85628975855028,20.439338060675,6.81544223220888,1,8,4,0,3,1,21.966835765919,42.4073885493077,32.1655767622869,2.81284383427363,20.3831821197804,6.79767952707507,1,8,4,0,3,1,32,NA,1,NA
"266",2020-11-01,22.1013439804483,42.4817022666843,32.3257180482503,2.87545924061288,20.5776425428068,6.8255952732593,1,9,4,0,3,1,22.0189199111963,42.4168484662148,32.3175071118115,2.85942772090286,20.5877949806376,6.82854312526206,1,9,4,0,3,1,22.0743191114044,42.4280303309084,32.2506465772468,2.82394546492375,20.3719975192344,6.82697935769493,1,9,4,0,3,1,34,NA,2,NA
"267",2020-11-02,22.2242853579023,42.5523937156711,32.3765021235232,2.87425625958762,20.6870286734226,6.86378740456955,1,9,4,0,3,1,22.2108738898284,42.5437134222534,32.4463909390748,2.85915393940455,20.6862035967427,6.87328280044518,1,9,4,0,3,1,22.1575304112366,42.6153612425982,32.3034357740908,2.8325783653399,20.6159221147446,6.8498541689927,1,9,4,0,3,1,34,NA,3,NA
"268",2020-11-03,22.2580737803287,42.6993915319075,32.4790822595057,2.86840331643378,20.6416713919001,6.86221229735934,1,9,4,0,3,1,22.2476695282306,42.6774871152641,32.4877375615795,2.89342428552428,20.7506759103621,6.88917491087437,1,9,4,0,3,1,22.280549988696,42.6806688182458,32.4335990167504,2.86456767767953,20.6706735727381,6.86465449818186,1,9,4,0,3,1,29,NA,1,NA
"269",2020-11-04,22.3424314187263,42.7416598000351,32.591080753575,2.90576134543126,20.8151117021188,6.89360832325296,1,8,4,0,3,1,22.2864475503985,42.7722434567817,32.5574728530425,2.88327075727173,20.7562179358124,6.89783964742711,1,9,4,0,3,1,22.2951942432229,42.77524281039,32.5204795968639,2.86748553402021,20.7755911009218,6.90671511054474,1,9,4,0,3,1,25,NA,1,NA
"270",2020-11-05,22.4481895028314,42.8344229087359,32.5953734213438,2.90192233653624,20.8551291938766,6.90634959733372,1,9,4,0,3,1,22.395560574802,42.8435811531644,32.6755892829438,2.87317556390485,20.7578074582919,6.93037527707579,1,9,4,0,3,1,22.3972635530842,42.7964006411004,32.5724714995859,2.91840708661235,20.7474490783828,6.93236329611302,1,9,4,0,3,1,25,NA,2,NA
"271",2020-11-06,22.5292556539358,42.9462210743422,32.6578574731496,2.92921719732977,20.848813512678,6.93966070022899,1,8,4,0,3,1,22.507029260093,42.9747411819976,32.6603516477347,2.91841700534766,20.8658526310979,6.91626085763997,1,9,4,0,3,1,22.515077644568,42.8442528482088,32.5730845118562,2.92604451108357,20.8388714734515,6.94347283448881,1,9,4,0,3,1,25,NA,3,NA
"272",2020-11-07,22.6465121359626,42.9908806724314,32.6721952945956,2.91890922933325,20.8739754762656,6.94384706466261,1,9,4,0,3,1,22.5139422149071,42.9573315866414,32.6715719723497,2.90013720286474,20.9283654414398,6.94469008040555,1,8,4,0,3,1,22.6028541877864,42.9415283308729,32.6475944121483,2.95712808961761,20.8311727125723,6.93645291260073,1,9,4,0,3,1,26,NA,3,NA
"273",2020-11-08,22.7069707269351,42.9775395663484,32.6660538019577,2.93048410240644,20.8709847872186,6.97744705354706,1,9,4,0,3,1,22.6299637990419,42.8777890747169,32.7383075529004,2.89980294801269,20.9184976148495,6.93251700949412,1,9,4,0,3,1,22.6426995393104,42.8605823199092,32.686411241322,2.95689450282987,20.8876755999201,6.96672551752789,1,9,4,0,3,1,27,NA,2,NA
"274",2020-11-09,22.7052788379564,42.9391564434981,32.7143533742104,2.95396515383291,20.9516079985699,6.99635040885392,1,9,4,0,3,1,22.6531988940127,42.9801462844819,32.8094028631023,2.93274370289918,20.9322030550421,6.97281201707572,1,8,4,0,3,1,22.6642856514066,42.9493948156675,32.6970362487419,2.93604320982111,21.0608138009153,6.97310880240837,1,9,4,0,3,1,29,NA,5,NA
"275",2020-11-10,22.8513457912677,42.8465911048776,32.8371441789448,2.9576017953911,21.1191031404943,6.98462420645331,1,9,4,0,3,1,22.7741248354459,42.9190513852072,32.7636097848472,2.92169144549275,21.0184440854858,6.96864763169195,1,8,4,0,3,1,22.7520170946584,42.8061967118918,32.69695916469,2.94454048287874,21.0541305208168,6.98616338218251,1,9,4,0,3,1,25,NA,1,NA
"276",2020-11-11,22.8777326944747,42.7057352861917,32.7969371299687,2.97703168607674,21.0237292601048,6.99275002222751,1,8,4,0,3,1,22.8034830328822,42.8855547373889,32.829160627472,2.93651259478432,21.0540662489471,6.9687916349556,1,8,4,0,3,1,22.8379348290614,42.8090074181604,32.7528367281119,2.96624406151334,21.0673449178238,6.96697419690887,1,8,4,0,3,1,27,NA,3,NA
"277",2020-11-12,22.9342119202393,42.7198922087008,32.835741736478,2.95588554140084,21.147467778026,6.98018775360867,1,8,4,0,3,1,22.9101741827171,42.7585828405078,32.8030914222767,2.98215640214345,21.0767494880266,6.96894478118785,1,8,4,0,3,1,22.9195997864041,42.768216137355,32.7424464992435,2.97335581329626,21.0003244752982,6.99846044768838,1,8,4,0,3,1,31,NA,6,NA
"278",2020-11-13,23.0501642882013,42.601278910091,32.7696649490243,2.98617058685558,21.1144586476645,6.99710631104618,1,8,4,0,3,1,22.993234328287,42.5873884190528,32.7710550129676,2.95282733561641,21.0340724438023,6.97444737742229,1,8,4,0,3,1,22.9599521661314,42.7214231794134,32.7407042873307,2.97650288030075,21.1067562419831,7.00039969980739,1,8,4,0,3,1,31,NA,3,NA
"279",2020-11-14,23.1465944241975,42.6496962832852,32.8078651328184,3.00331053149255,21.0971255566698,6.98685734030736,1,9,4,0,3,1,23.0595591441667,42.6367646607927,32.7489148579416,2.97527311523695,21.094295475223,6.96848706653311,1,8,4,0,3,1,23.010552822426,42.554445884174,32.7406804602241,3.00028718258584,21.0265287588505,7.01142430573152,1,8,4,0,3,1,30,NA,2,NA
"280",2020-11-15,23.1574613767434,42.5974527481349,32.8018198508542,3.00974830737965,21.1886120262694,6.98388480882627,1,8,4,0,3,1,23.0936877182971,42.5132314703523,32.7234288184077,2.96470699355017,21.1034708855386,6.98200965101931,1,8,4,0,3,1,23.0515057364637,42.4563033810202,32.7145071064337,2.98619015139374,21.0994642562438,6.99924629371485,1,8,4,0,3,1,30,NA,1,NA
"281",2020-11-16,23.3289989932394,42.423788418918,32.7434266948906,3.01581027638972,21.1998578866981,7.00121665268989,1,8,4,0,3,1,23.2816818746456,42.3790983262817,32.72855772426,2.97761403590013,21.1831773386257,6.98966872251422,1,8,4,0,3,1,23.2056874127454,42.3794849795379,32.7215042119058,2.99890371115335,21.1538525432696,7.03295117005798,1,8,4,0,3,1,30,NA,1,NA
"282",2020-11-17,23.315819639105,42.3279773420576,32.6754286775006,2.99243324912255,21.2203249918736,7.00234921942059,1,8,4,0,3,1,23.2436626307999,42.3017787246328,32.7122485426572,2.99631388617598,21.1742911652749,6.99252643975494,1,8,4,0,3,1,23.1833804611307,42.2186720485363,32.6223862349777,2.97960066170379,21.0808822216357,7.03501181190947,1,8,4,0,3,1,29,NA,2,NA
"283",2020-11-18,23.305314900636,42.2380210027056,32.7009550200031,3.02268440144541,21.0923018724768,6.99046642055522,1,8,4,0,3,1,23.3544897132403,42.1092737734018,32.6149791655198,3.03014228423803,21.1313170102683,6.99963769303987,1,8,4,0,3,1,23.3131116678896,42.1105044077871,32.5949850204098,2.98553863664278,21.0485140913697,6.993536750931,1,8,4,0,3,1,27,NA,0,NA
"284",2020-11-19,23.3611757263963,42.039658648118,32.6712792291522,3.00275860777578,21.1390633692402,6.97072758600917,1,8,4,0,3,1,23.4048583016753,42.011427506805,32.5457051104178,2.99433932846812,21.1704005668263,6.98897222404756,1,8,4,0,3,1,23.3976775754156,41.9027012714191,32.5306591878996,2.97901913315884,21.0400907918297,6.99688449798977,1,8,4,0,3,1,24,NA,1,NA
"285",2020-11-20,23.4661767696512,41.9689673245493,32.5996020039856,2.97741982974873,21.1132647073419,6.97039702910764,1,8,4,0,3,1,23.4638261947618,41.8644431859462,32.484288039122,3.00349704860212,21.1693140790288,6.98638259910242,1,8,4,0,3,1,23.4454873487218,41.8021194089687,32.4921900162052,2.98614796198451,20.9978106536263,6.97290441494004,1,8,4,0,3,1,23,NA,1,NA
"286",2020-11-21,23.4887079648942,41.7888459815405,32.516236571898,3.01342326064497,21.130332282006,6.98287720497447,1,8,4,0,3,1,23.4743954339739,41.8827426539637,32.4377791255796,3.02271767645357,21.069239004974,7.01191501542909,1,8,4,0,3,1,23.4764940707666,41.591586487351,32.3825954428638,2.95439302138545,21.045521604464,6.98795298025449,1,8,4,0,3,1,23,NA,1,NA
"287",2020-11-22,23.6868001676486,41.5103843657101,32.4441750711937,3.02713231073227,21.045580833019,6.9725870048009,1,8,4,0,3,1,23.4595379815669,41.7168103083768,32.3696185108017,3.00792590568419,21.1085698406298,6.99415987346556,1,8,4,0,3,1,23.5833556107215,41.5450959852158,32.3020304113864,2.99939318195041,21.0388825264808,6.98119315388832,1,8,4,0,3,1,20,NA,0,NA
"288",2020-11-23,23.6829043181752,41.3666552483275,32.3707019661591,3.02851191866128,21.0237911535268,6.94212718857881,1,8,4,0,3,1,23.5585295590342,41.58171511362,32.3265840546527,2.98305583270932,21.0588843160169,6.99256893163281,1,8,4,0,3,1,23.6497918947136,41.2660801362502,32.2781794508852,2.97106203828988,21.0069257239684,6.97428734709275,1,8,4,0,3,1,19,NA,0,NA
"289",2020-11-24,23.8179765599359,41.2182713559406,32.2817774677512,2.99706325144647,20.9604591989393,6.95123695947253,1,8,4,0,3,1,23.6704990977216,41.2929185035636,32.2683233668559,2.99204440967985,20.9617729186687,6.96091716901896,1,8,4,0,3,1,23.64103674565,41.18893239593,32.183778499259,2.9731920887989,20.9944232822311,6.96726006238933,1,8,4,0,3,1,20,NA,2,NA
"290",2020-11-25,23.7886941303255,40.9674522334976,32.1718932316404,2.96570911943247,20.899945568756,6.93501156245925,1,8,4,0,3,1,23.6954136567333,41.058191386787,32.2054908874823,2.98582962043137,20.9778892974608,6.96581188842499,1,8,4,0,3,1,23.7705947074343,40.912427279111,32.1004948007034,2.98126487958646,20.9469404515328,6.95126034135802,1,8,4,0,3,1,20,NA,1,NA
"291",2020-11-26,23.8132594435292,40.7438595469403,32.0811458687382,2.99775575160438,20.8201469953547,6.92865875031782,1,8,4,0,3,1,23.6931422682121,40.8214453306176,32.0949550419713,3.00052867506273,20.8956204582253,6.94238008191648,1,8,4,0,3,1,23.8427178095572,40.6724157933266,32.0203243960442,2.96957489987287,20.9066211551197,6.92637588407335,1,8,4,0,3,1,18,NA,0,NA
"292",2020-11-27,23.8911459707078,40.6222962144178,32.0057390216069,2.99461836821107,20.7879524854617,6.91696660672275,1,8,4,0,3,1,23.8772013285433,40.6885175183392,31.9672585021342,2.98542737488927,20.9219731127699,6.9355848309209,1,8,4,0,3,1,23.8081198611751,40.5401073860092,31.9528004612129,2.98411584649692,20.7680016939771,6.92985667497372,1,8,4,0,3,1,17,NA,1,NA
"293",2020-11-28,23.85341249761,40.555134218347,31.8699197413199,2.96917410103851,20.6735064180428,6.89066267925012,1,8,4,0,3,1,23.9144595232087,40.3963425936393,31.8721727178957,2.99947467341802,20.7652121110819,6.92508271430945,1,8,4,0,3,1,23.8865575227371,40.3311883003249,31.8403737765392,2.95550359574514,20.7154423068187,6.91334903497659,1,8,4,0,3,1,15,NA,0,NA
"294",2020-11-29,23.8812124137008,40.2402081083261,31.7782861731558,2.97704228270542,20.7499394561362,6.8514809523315,1,8,4,0,3,1,23.9862641993953,40.2020162007824,31.7857240049151,2.99880996273967,20.7205598983405,6.91377365319803,1,8,4,0,3,1,23.9322618448421,40.112035521542,31.7358937191801,2.92616962473545,20.6625378813858,6.90360496226684,1,8,4,0,3,1,18,NA,3,NA
"295",2020-11-30,23.9114459534952,40.0437258242773,31.6592015385603,2.9667607851678,20.7119482164526,6.84967707217957,1,8,4,0,3,1,23.9116928800834,40.0078460394424,31.6134785422817,2.99838905005585,20.6439032258519,6.8713316788889,1,8,4,0,3,1,23.9643266107445,39.9340435559284,31.5874960749734,2.95384760685332,20.6684802610107,6.84733300323545,1,8,4,0,3,1,15,NA,0,NA
"296",2020-12-01,23.9856243336895,39.8064064816314,31.5244885274349,2.93338356392478,20.6161995520196,6.80649499766783,1,8,4,0,3,1,23.9526145085688,39.8782973362428,31.5017199944321,2.95156017660082,20.5115057904881,6.87057340180773,1,8,4,0,3,1,23.9372204976325,39.620476902016,31.4893959621406,2.91979529234064,20.5859628549592,6.84643536249031,1,8,4,0,3,1,14,NA,1,NA
"297",2020-12-02,23.9985648659177,39.5970540744509,31.4320659221262,2.94298483181155,20.4942495858777,6.82398660851989,1,8,4,0,3,1,23.9386415012426,39.5380970966632,31.3761942849812,2.94612528026775,20.5477038889924,6.86425737132508,1,8,4,0,3,1,23.9829895890904,39.466429665726,31.3761027269452,2.91185849556955,20.4865239895719,6.83443232195631,1,8,4,0,3,1,14,NA,2,NA
"298",2020-12-03,23.9054226644634,39.5058782403323,31.2801931589189,2.92714398685438,20.3750581002046,6.78323492009251,1,8,4,0,3,1,23.951296541762,39.3092196114478,31.2173788793906,2.96153082500039,20.4248468158338,6.83090420120309,1,8,4,0,3,1,23.8831249774984,39.2353334528402,31.2867226133894,2.91124019411077,20.3738972658893,6.82034312958913,1,8,4,0,3,1,13,NA,1,NA
"299",2020-12-04,23.902369047368,39.2666374186246,31.1830299206353,2.89715438242516,20.2876825124896,6.78077334268725,1,8,4,0,3,1,24.0104589634349,39.1444624561165,31.0716259006378,2.9226306197006,20.3517246372971,6.82024927631943,1,8,4,0,3,1,23.8103517547654,38.9838128514374,31.1572340632732,2.91725751934084,20.3687025553855,6.76781910673047,1,8,4,0,3,1,13,NA,2,NA
"300",2020-12-05,23.9077218106382,39.0421972815011,31.0234356201798,2.87354361664826,20.1860842712921,6.78792282369142,1,8,4,0,3,1,23.9043269813289,38.9661926098455,30.9505486622628,2.88228230687615,20.2122723517558,6.77789532529986,1,8,4,0,3,1,23.8373699612173,38.8573727096758,30.9907962981352,2.90913178093734,20.2404227798083,6.78121317559489,1,8,4,0,3,1,10,NA,0,NA
"301",2020-12-06,23.8275439041249,38.7944475630224,30.9163168819724,2.85792051647764,20.1540767002219,6.75867813998664,1,8,4,0,3,1,23.8241060104828,38.7647195906061,30.7901446366938,2.87335033289916,20.1316953069017,6.73844827805511,1,8,4,0,3,1,23.7824321232399,38.6229461597542,30.8806840318837,2.88656481907555,20.1262873949028,6.74003403572672,1,8,4,0,3,1,12,NA,2,NA
"302",2020-12-07,23.7568018593022,38.4846039515606,30.7827373421492,2.82048874194065,20.0530646564268,6.75947655976661,1,8,4,0,3,1,23.7642000231936,38.481889491665,30.6658196479835,2.86862851534652,19.9540056638933,6.7350855394285,1,8,4,0,3,1,23.6981082531053,38.4791569578756,30.7288644217094,2.84562365911033,20.0694879158352,6.72694371768628,1,8,4,0,3,1,11,NA,1,NA
"303",2020-12-08,23.7769655692432,38.2505158170909,30.6012478345146,2.80805793083313,20.0043347426466,6.7033187387569,1,8,4,0,3,1,23.7128948827536,38.3258336228143,30.5252058128476,2.86911397860785,19.9012428387171,6.68197377760014,1,8,4,0,3,1,23.5655193206807,38.23380371015,30.5554720762848,2.82466433689951,19.9467996762343,6.71318928602232,1,8,4,0,3,1,11,NA,1,NA
"304",2020-12-09,23.6873822158668,38.0703808613307,30.4687048786619,2.81505300570616,19.9808669730916,6.69288662572477,1,8,4,0,3,1,23.5834272898169,38.2060321042017,30.3831874672252,2.86236986826996,19.8473153351579,6.64893089846814,1,8,4,0,3,1,23.4950808052368,38.0919379045039,30.4261100300246,2.83001679361782,19.8693249393697,6.70084462257795,1,8,4,0,3,1,10,NA,3,NA
"305",2020-12-10,23.4854572701391,37.96753552622,30.3808609891362,2.82194089327928,19.8056721064548,6.67800956594286,1,8,4,0,3,1,23.5192288804767,37.8366736170212,30.2539077731523,2.83973241415369,19.7239510457991,6.64173117922562,1,8,4,0,3,1,23.4046475647859,37.8822517263361,30.3232639388268,2.81585953270511,19.7596621747491,6.66916392753911,1,8,4,0,3,1,12,NA,3,NA
"306",2020-12-11,23.4216666867622,37.7585200040202,30.1848153390325,2.79955008440146,19.6938858454334,6.65665426458793,1,8,4,0,3,1,23.3654945696457,37.787935548746,30.0786810967639,2.82171345861848,19.5826901547897,6.60471877272637,1,8,4,0,3,1,23.3212186128933,37.7408181574346,30.1486064227776,2.79872830274007,19.6846200920779,6.64910964622201,1,8,4,0,3,1,12,NA,2,NA
"307",2020-12-12,23.2865852362823,37.7242702372884,30.0251496127892,2.78001955968311,19.7016413658818,6.6441346133071,1,8,4,0,3,1,23.2263890397433,37.5826999512297,29.972183820922,2.8012071618723,19.5204209023162,6.6018126401691,1,8,4,0,3,1,23.2221157821443,37.5620657633124,29.97277050291,2.77944673125866,19.6393109925594,6.61636304105875,1,8,4,0,3,1,12,NA,2,NA
"308",2020-12-13,23.1673469913062,37.515642896857,29.8662356529111,2.76268944968727,19.6356583952896,6.61321178073309,1,8,4,0,3,1,23.1531597058422,37.3872545495645,29.8461962373347,2.78111148345276,19.517563481778,6.55022873588808,1,8,4,0,3,1,23.0849087093504,37.3361033512499,29.8498813139055,2.77559013970285,19.5565352738362,6.58223645956432,1,8,4,0,3,1,14,NA,2,NA
"309",2020-12-14,23.01666451865,37.3098476822892,29.7025278347111,2.73808959656439,19.4880093669631,6.60947506446879,1,8,4,0,3,1,23.0041117345348,37.2415553556778,29.6722541548274,2.71247897716752,19.3858129342645,6.55003156496471,1,8,4,0,3,1,22.921925687429,37.2025288779863,29.6879215948617,2.758355016161,19.4215597336022,6.54452421577463,1,8,4,0,3,1,17,NA,3,NA
"310",2020-12-15,22.8196266527175,37.1147896096351,29.5591040195892,2.71202642282421,19.3385675402255,6.57100933801117,1,8,4,0,3,1,22.720493864301,37.0684796204351,29.5211140353437,2.72472379033854,19.3620243991056,6.53277582168688,1,7,4,0,3,1,22.6595513053861,37.0673231515649,29.5198643639552,2.71928485742735,19.211728911834,6.51262778387273,1,8,4,0,3,1,20,NA,5,NA
"311",2020-12-16,22.6177228384766,37.0245128506167,29.4127208746366,2.67643666873105,19.311136551314,6.55438217687607,1,7.45000000000073,4,0,3,1,22.5329045923378,36.9624422879979,29.3213753656561,2.70953979722452,19.3328736544066,6.4937196611243,1,8,4,0,3,1,22.4642060389477,37.0459932587306,29.3738344260299,2.69336557972888,19.1380229491519,6.48761250866203,1,8,4,0,2,1,23,NA,6,NA
"312",2020-12-17,22.4107820849561,36.8786175167928,29.2288085124981,2.67944254275651,19.1564635218299,6.48569580924935,1,8,4,0,2,1,22.3673851047643,36.8176087410495,29.1928128845961,2.64459453674786,19.2179229041474,6.45569359321235,1,8,4,0,2,1,22.3491051859653,36.8673336024755,29.1657193946396,2.66805022617294,19.1397319582183,6.47095650171226,1,7,4,0,2,1,28,NA,7,NA
"313",2020-12-18,22.1710700865754,36.7409788475666,29.0288619479859,2.62631092206477,19.0100350515257,6.49235976869627,1,7,4,0,2,1,22.1798873080397,36.7416761721475,29.0388869587999,2.62341052735399,19.082142845015,6.45277540803493,1,7,4,0,2,1,22.1390307891714,36.7466649278908,29.0051145700477,2.63687192144481,19.0448032561759,6.42321205135108,1,7,4,0,2,1,32,NA,6,NA
"314",2020-12-19,21.9323113070643,36.6898054498151,28.863328665961,2.61906383843069,18.9188892782407,6.4240217099336,1,7,4,0,2,1,21.8718562702935,36.7298776215378,28.8392941793693,2.63207456201436,18.9662709546205,6.4085415611871,1,8,4,0,2,1,21.9476351913727,36.6899393107864,28.8272601362398,2.63651903383152,18.9807469706365,6.39361337204882,1,7,4,0,2,1,30,NA,0,NA
"315",2020-12-20,21.645221738563,36.6610000287003,28.6805077428807,2.60268705284793,18.7662669407905,6.38401969978846,1,7,4,0,2,1,21.6521308064937,36.6167502400926,28.6669504286794,2.6093573630102,18.8506039369146,6.3706176642201,1,7,4,0,2,1,21.693362465503,36.6875918333776,28.7363594702915,2.57108561153029,18.820761062028,6.38499965983928,1,7,4,0,2,1,30,NA,4,NA
"316",2020-12-21,21.395560100385,36.6597156775335,28.5000381634119,2.58303702970696,18.6574474294425,6.34252610750335,1,7,4,0,2,1,21.4142107680188,36.5636473888543,28.5086017848952,2.58159685094253,18.7602990773818,6.36074474584547,1,7,4,0,2,1,21.3741828164389,36.5392391433622,28.5285723192394,2.58122980289749,18.6315001533999,6.33502721741529,1,7,4,0,2,1,34,NA,5,NA
"317",2020-12-22,21.2173404836049,36.603648034812,28.3157293875154,2.55139883747609,18.5716955565918,6.31541420529265,1,7,4,0,2,1,21.1092219600199,36.4298648517347,28.3466725024216,2.52312269677295,18.6782686769161,6.31464906008318,1,7,4,0,2,0,21.0420261979363,36.4777133514916,28.342933701581,2.54449312374699,18.590150875791,6.30982999035749,1,7,4,0,2,1,34,NA,3,NA
"318",2020-12-23,20.8860398374501,36.3717192170058,28.140656080258,2.51026930656101,18.4296914159388,6.27300284778192,1,7,4,0,2,0,20.8747672926565,36.4255212388024,28.1718195119472,2.4947012773054,18.5071586831589,6.2857994448463,1,7,4,0,2,1,20.784382593514,36.3957261849961,28.1945288396966,2.51597004502258,18.4772894286507,6.30626618224647,1,7,3,0,2,1,36,NA,5,NA
"319",2020-12-24,20.5858175656258,36.3393824920166,27.9501847096192,2.47358385533166,18.3717735227185,6.23465741527383,1,7,3,0,2,0,20.6383913969824,36.4118967536452,27.9333135410278,2.48583147345437,18.3258303270357,6.25138916114938,1,7,3,0,2,0,20.6150035915202,36.3910777840417,27.9974270449758,2.50538942672997,18.4263628963775,6.27122421762748,1,7,3,0,2,1,35,NA,2,NA
"320",2020-12-25,20.2735409097216,36.3658507946705,27.7638115336981,2.46382723076164,18.2611224884489,6.20297549370843,1,7,3,0,2,0,20.290378263199,36.2910842750865,27.8107648385285,2.41842608098164,18.2855585608027,6.2248283845964,1,7,3,0,2,1,20.3660172000027,36.2578170626217,27.781536289153,2.46373527506414,18.2809687849254,6.20452226018681,1,7,3,0,2,0,42,NA,9,NA
"321",2020-12-26,20.0191374499031,36.3792348957525,27.6551215306316,2.43382964145051,18.1513720868017,6.17314183126175,1,7,3,0,2,0,20.0088918979763,36.2732720968491,27.6306062889861,2.37775070568304,18.1643383123233,6.2066359593706,1,7,3,0,2,0,20.030974147694,36.2846269769887,27.5888686474867,2.4304493990518,18.1580665763954,6.17326431456637,1,7,3,0,2,0,42,NA,5,NA
"322",2020-12-27,19.7174572658292,36.3241652257535,27.4411986214189,2.41900375680484,18.0830067650738,6.11943394449106,1,7,3,0,2,0,19.7151873198847,36.2681085169499,27.4527891947572,2.34352264042582,18.0430559867291,6.15587923226494,1,7,3,0,2,0,19.7579560124612,36.2718291084562,27.4497591031992,2.39741940604578,18.0896680265165,6.12628435242629,1,7,3,0,2,0,40,NA,2,NA
"323",2020-12-28,19.3858591889425,36.3423388231349,27.2200459772083,2.37270264872322,17.952196924715,6.09314435311854,1,7,3,0,2,0,19.3943806685286,36.2937401263573,27.2227525247237,2.33267716241245,17.9413599451155,6.12534881580676,1,7,3,0,2,0,19.3684639557532,36.2552101261798,27.2443887352508,2.36663535690279,18.00422603344,6.12181982594393,1,7,3,0,2,0,40,NA,2,NA
"324",2020-12-29,19.1258245741752,36.2942197576814,27.0825787994651,2.33522330482152,17.8530421176871,6.06063190559539,1,7,3,0,2,0,19.0927600461781,36.2892030145574,27.0509002621796,2.30904263614699,17.8689178191933,6.09182770230035,1,7,3,0,2,0,19.0976543669298,36.4213355664016,27.0615368553832,2.35062072870274,17.8386050665012,6.07308014858924,1,7,3,0,2,0,44,NA,7,NA
"325",2020-12-30,18.8367926652415,36.3968892687231,26.8434797965329,2.29949416780399,17.7185375311318,6.02365642247842,1,7,3,0,2,0,18.7797214828299,36.3510688986202,26.8650025597458,2.2939165315937,17.7942752384675,6.05338384739009,1,7,3,0,2,0,18.7659414268146,36.2231827828818,26.8992274036039,2.31098827786023,17.6844618150509,6.0593285139762,1,7,3,0,2,0,44,NA,7,NA
"326",2020-12-31,18.4406401023781,36.3136450402662,26.6715476692374,2.28054483198135,17.570726267064,5.98343856273093,1,7,3,0,2,0,18.4276592562041,36.2884034479328,26.6916705920475,2.27130038945441,17.6401677957135,6.00667880520159,1,7,3,0,2,0,18.3958178674314,36.2613949920137,26.71617587195,2.25489988311419,17.5805481348744,6.02144841474654,1,7,3,0,2,0,36,NA,2,NA
"327",2021-01-01,18.1053136081279,36.401019626043,26.5154792390774,2.22272987514488,17.4387410622169,5.96658147987602,1,7,3,0,2,0,18.1624392742585,36.4042861538927,26.4795615399629,2.22919120729215,17.5179865487788,5.98278953490042,1,7,3,0,2,0,18.1609798914315,36.3416012790454,26.4931642829839,2.21592209823841,17.4894365096338,5.99974804191648,1,7,3,0,2,0,36,NA,3,NA
"328",2021-01-02,17.7761261411312,36.4460865677277,26.2793361854561,2.18090838722588,17.287710370739,5.93558814550691,1,7,3,0,2,0,17.846401508801,36.4199455972176,26.3260392424059,2.20196207184793,17.3838155941825,5.94986959236734,1,7,3,0,2,0,17.8527024854004,36.3457358185594,26.2702684844736,2.18297190220588,17.4445469650721,5.94436639493762,1,7,3,0,2,0,36,NA,5,NA
"329",2021-01-03,17.5472058304226,36.3363198560866,26.0725622430203,2.1792700489558,17.2626978327075,5.88371325923996,1,7,3,0,2,0,17.5002160556695,36.4181604184035,26.1442786367615,2.1619297906246,17.2995584364639,5.92716554450669,1,7,3,0,2,0,17.5354654004499,36.3689830696332,26.0274470247776,2.13639964004113,17.2645521770548,5.89197921089683,1,7,3,0,2,0,38,NA,4,NA
"330",2021-01-04,17.1367753332642,36.3771610814108,25.893176573509,2.11463475276056,17.1082237630068,5.86779254829803,1,7,3,0,2,0,17.1782208660938,36.4083517858743,25.8772092204097,2.13637895989286,17.1757862926786,5.86773909067784,1,7,3,0,2,0,17.1927161341557,36.3752698808324,25.8686255429955,2.10086558035986,17.1755306155245,5.85183603219591,1,7,3,0,2,0,36,NA,2,NA
"331",2021-01-05,16.8238074338444,36.404323282004,25.6732389422259,2.08974186511219,16.9490816724922,5.83491472857828,1,7,3,0,2,0,16.9183692187307,36.4528297510942,25.726415951213,2.09784917133704,17.1007295166928,5.86746777729054,1,7,3,0,2,0,16.8304035923598,36.4540899392851,25.6306277146014,2.05615947188799,17.0399214389531,5.8310459240885,1,7,3,0,2,0,36,NA,3,NA
