"","date","observed_cumulative_cases","Cumulative_Resolved_Cases_by_Ep","observed_active_cases","observed_cumulative_deaths","observed_new_cases","observed_daily_average_cases","observed_new_episodes","observed_new_cases_community_outbreak","Daily_Cases_Linked_to_a_School_","observed_new_cases_institution_outbreak","observed_new_cases_sporadic","observed_new_ICU_p_acute_care","observed_census_ICU_p_acute_care","observed_census_ICU","Cumulative_Rate_for_0_9_Years__","Cumulative_Rate_for_10_19_Years","Cumulative_Rate_for_20_29_Years","Cumulative_Rate_for_30_39_Years","Cumulative_Rate_for_40_49_Years","Cumulative_Rate_for_50_59_Years","Cumulative_Rate_for_60_69_Years","Cumulative_Rate_for_70_79_Years","Cumulative_Rate_for_80_89_Years","Cumulative_Rate_for_90_Years_an","Cumulative_Rate_for_Males__per_","Cumulative_Rate_for_Females__pe","Source_of_Infection_is_a_Close_","Source_of_Infection_is_an_Outbr","Source_of_Infection_is_Travel_b","Number_of_Cases_with_Missing_In","Number_of_Cases_with_No_Known_E","F__No_Known_Epidemiological_Lin","ObjectId","observed_census_acute_care","observed_new_deaths","cumulative_hosp","observed_new_community_cases","num_non_ltch_tests","non_ltch_pct_positivity","7-Day_Average_of_%_Positivity,_Excluding_LTCH","num_ltch_tests","ltch_pct_positivity","7-Day_Average_of_LTCH_%_Positivity","observed_pct_positivity","pct_positivity_7_day","adjusted_new_episodes","adjusted_active_cases","adjusted_episode_cases"
"570",2021-09-21,29645,"28357",710,"578","36","58",60,0,9,0,51,1,13,7,"2461.9","3274.6","4171.8","3074.6","2878.1","2427.8",1217,"1511.9","2632","6199.7","2835.4",2839.7,24,7,7,2,20,"28.911138923654566",665,6,0,1602,51,827,0.000411124546553809,0.0295996442995209,2,0,0.0423987776928953,0.0410132689987937,0.0299266856127486,51.0442309724257,710.615764518084,60
"571",2021-09-22,29696,"28419",699,"578","63","59",51,0,9,0,42,6,18,9,"2473.2","3279.7","4183.7","3078","2881.1","2429.2",1218.8,"1511.9","2632","6199.7","2840.1",2844.8,20,8,1,3,19,"29.787234042553191",667,9,0,1608,42,2324,0.00020223752151463,0.0296077173881249,31,0,0.0423987776928953,0.0199575371549894,0.0299206194920328,42.0177250782776,699.294995945621,51
"572",2021-09-23,29732,"28482",672,"578","44","56.4",36,0,7,0,29,3,19,9,"2485.4","3283","4188","3080.7","2883.3","2430.6",1219.4,"1513.3","2635","6199.7","2842.5",2849.3,19,7,1,1,8,"29.150326797385624",669,10,0,1611,29,2409,0.000240763802407638,0.0279688165304906,53,0,0.0294117647058824,0.0235580828594638,0.0281631090808555,29.0144467403657,672.334765845715,36
"573",2021-09-24,29776,"28534",664,"578","56","51.9",44,1,9,0,34,2,18,8,"2493.8","3284.7","4194.3","3087.4","2887","2432",1222.4,"1514.6","2635","6199.7","2846",2854.2,26,7,4,2,5,"27.419354838709676",671,10,0,1613,35,2138,0.000215154349859682,0.0279311036150742,20,0,0.0294117647058824,0.0213160333642261,0.0281535316295731,35.0157763437532,664.299299778633,44
"574",2021-09-25,29820,"28583",659,"578","62","54.4",44,0,8,1,35,2,18,10,"2502.3","3292.3","4198.6","3094.1","2889.2","2434.8",1223,"1516","2635","6199.7","2849.5",2859.1,24,6,5,0,9,"26.702997275204361",694,8,0,1615,35,1263,0.000261282660332542,0.0273547969065334,9,0,0,0.0259433962264151,0.0269076372160144,36.0192011304355,659.361529855914,44
"575",2021-09-26,29867,"28650",639,"578","38","51.3",47,1,9,0,37,3,19,11,"2508.9","3300.7","4204.9","3096.8","2896.6","2437.6",1224.2,"1516","2635","6199.7","2853.8",2863.7,16,9,2,1,19,"27.747252747252748",695,8,0,1618,38,1399,0.000221586847748392,0.0259214974712365,16,0,0,0.0219081272084806,0.025666089912464,38.0176043816638,639.296031575872,48
"576",2021-09-27,29908,"28711",619,"578","30","47",41,0,12,0,29,0,19,11,"2514.5","3309.9","4209.3","3102.9","2899.5","2438.4",1225.4,"1517.3","2635","6199.7","2857.9",2867.4,17,10,4,1,9,"26.9774011299435",696,8,0,1618,29,2642,0.000170325510976533,0.0246067891341889,55,0,0,0.0166852057842047,0.0243402359423676,29.0102320225865,619.218400757967,41
"577",2021-09-28,29953,"28776",598,"579","44","48.1",45,1,11,1,32,3,20,11,"2527.7","3316.7","4213.6","3107.6","2903.2","2439.1",1225.4,"1518.7","2638","6211.4","2861.4",2872.5,13,12,7,0,13,"27.930535455861072",697,9,1,1621,33,2463,0.000227365002030045,0.0219816527838494,14,0,0,0.0226079935405733,0.0217109108769076,34.015776399137,598.28588747527,45
"578",2021-09-29,29998,"28834",585,"579","65","48.4",45,1,7,0,37,0,20,11,"2538","3326.8","4218.6","3111","2906.2","2441.2",1226,"1520","2638","6211.4","2865.5",2877,18,4,8,3,12,"27.140783744557329",698,9,0,1621,38,2276,0.00015377855887522,0.0212893818890007,25,0,0,0.0152107779226424,0.0210328024151437,38.0122226942269,585.188165161125,45
"579",2021-09-30,30046,"28881",586,"579","61","50.9",48,2,8,0,38,3,21,11,"2548.4","3331","4222.4","3116.4","2915.8","2441.9",1226.6,"1522.7","2641.1","6211.4","2870",2881.7,22,10,4,0,12,"27.326440177252586",699,10,0,1624,40,2036,0.000235756385068762,0.0212178473555882,18,0,0,0.0233690360272638,0.0210057957248294,40.0197666337016,586.289581183729,48
"580",2021-10-01,30089,"28940",570,"579","48","49.7",43,0,19,0,24,1,20,10,"2559.7","3339.4","4226.7","3118.4","2921","2443.3",1227.2,"1522.7","2644.1","6211.4","2873.9",2886.1,14,18,1,2,8,"26.36363636363636",700,10,0,1625,24,2534,0.000244672454617206,0.02163953456641,15,0,0,0.0243232640251079,0.0214354001049554,24.0123442588694,570.293176148147,43
"581",2021-10-02,30125,"28994",552,"579","60","49.4",36,0,8,0,28,0,15,8,"2566.2","3343.6","4231.1","3121.7","2923.2","2447.5",1229,"1522.7","2644.1","6211.4","2877.8",2888.9,18,7,1,1,9,"26.34069400630915",551,7,0,1625,28,1488,0.00019489247311828,0.020691103320492,7,0,0,0.0193979933110368,0.0205003425456156,28.011485416836,552.226426789052,36
"582",2021-10-03,30152,"29033",539,"580","37","49.3",27,5,4,0,18,2,14,6,"2569.1","3347.8","4237.3","3122.4","2927.6","2448.9",1229,"1522.7","2644.1","6211.4","2880.1",2891.7,12,8,2,1,4,"25.5663430420712",553,8,1,1627,23,1473,0.000122199592668024,0.0192712853907724,13,0,0,0.0121130551816958,0.0191010465417892,23.0058913314435,539.138062071654,27
"583",2021-10-04,30196,"29077",538,"581","25","48.6",44,1,3,0,40,0,11,4,"2575.7","3352.8","4243","3125.8","2931.3","2453.9",1230.2,"1526.8","2644.1","6211.4","2885.4",2894.9,14,3,4,1,22,"27.659574468085108",554,7,1,1627,41,2585,0.000127659574468085,0.0186617720120803,16,0,0,0.0126874279123414,0.0185299354172373,41.0109999160155,538.144340361374,44
"584",2021-10-05,30246,"29130",535,"581","33","47",50,1,7,0,42,0,10,4,"2586.9","3366.3","4248","3127.8","2934.3","2456",1232,"1528.1","2644.1","6211.4","2890.5",2899.5,25,7,4,1,13,"26.955074875207984",555,6,0,1627,43,2649,0.000113250283125708,0.0170315617420184,18,0,0,0.0112485939257593,0.0169071640436925,43.0102281860576,535.12725766374,50
"585",2021-10-06,30286,"29180",525,"581","28","41.7",40,1,7,0,32,0,9,4,"2596.3","3368","4254.8","3131.2","2941","2456.7",1232,"1530.8","2644.1","6211.4","2895.1",2902.5,19,7,1,1,12,"26.271186440677969",556,5,0,1627,33,2585,0.000154738878143133,0.0170452805887028,42,0,0,0.0152264940997335,0.0169094092118484,33.0106254121111,525.169040647223,41
"586",2021-10-07,30323,"29228",514,"581","53","40.6",37,1,5,0,31,2,9,3,"2601","3373","4257.9","3135.2","2946.1","2459.5",1233.2,"1532.2","2647.2","6211.4","2899.2",2905.5,21,5,1,2,8,"26.226734348561759",557,6,0,1629,32,2523,0.000233848592944907,0.0170180264155049,20,0,0,0.0232009437672041,0.0168853960318398,32.0156995626672,514.252174225343,37
"587",2021-10-08,30351,"29273",495,"583","57","41.9",28,0,9,0,19,0,7,2,"2606.7","3378.1","4259.2","3137.2","2949.8","2460.9",1235,"1533.5","2647.2","6211.4","2901",2909.1,10,9,6,1,2,"26.434782608695649",558,5,2,1629,19,2123,0.00012246820536976,0.0152722514262557,20,0,0,0.0121325244983668,0.015143861813734,19.0048745743938,495.126995490786,28
"588",2021-10-09,30380,"29323",474,"583","37","38.6",29,1,2,0,26,3,8,3,"2609.5","3382.3","4261.7","3141.3","2955.7","2462.3",1235.6,"1533.5","2647.2","6211.4","2903.5",2912.1,12,3,5,1,8,"26.964285714285712",559,5,0,1632,27,1253,0.000151636073423783,0.0146543028591914,20,0,0,0.0149253731343284,0.0145049160742042,27.0085215949302,474.14960133322,29
"589",2021-10-10,30401,"29380",437,"584","20","36.1",21,0,2,0,19,2,8,3,"2611.4","3385.7","4264.2","3144","2958.7","2463.7",1236.2,"1533.5","2647.2","6211.4","2906.1",2913.6,11,2,4,0,4,"25.468164794007492",560,5,1,1634,19,979,0.000143003064351379,0.0149514953118108,22,0,0,0.013986013986014,0.0147724816176782,19.0056192646186,437.129243086228,21
"590",2021-10-11,30420,"29420",416,"584","18","35.1",19,0,2,0,17,1,9,4,"2613.3","3389","4267.3","3145.3","2960.2","2464.4",1236.2,"1534.9","2650.2","6223.1","2907.6",2915.7,11,2,1,1,4,"25.5859375",561,5,0,1635,17,1468,0.000143051771117166,0.0151713838353691,15,0,0,0.0141604855023601,0.0149829184162523,17.0050904829834,416.124567113004,19
"591",2021-10-12,30454,"29454",416,"584","31","34.9",34,0,7,0,27,2,9,5,"2619.8","3394.9","4272.3","3148.7","2962.4","2466.6",1236.2,"1536.2","2650.2","6223.1","2911.1",2918.7,10,7,4,3,10,"25.548902195608779",562,4,0,1637,27,2436,0.000188834154351396,0.0162511534243075,17,0,0,0.01875254790053,0.0160549118412195,27.0107067083469,416.164962617493,34
"592",2021-10-13,30476,"29481",411,"584","24","34.3",22,0,2,0,20,0,9,5,"2625.5","3396.6","4273.6","3151.4","2966.1","2466.6",1237.4,"1537.6","2650.2","6223.1","2913.7",2920.4,12,2,4,0,4,"25.10460251046025",563,4,0,1637,20,2080,9.13461538461539e-05,0.0153455430772078,20,0,0,0.00904761904761905,0.0151722154052032,20.0038264516212,411.078633580816,22
"593",2021-10-14,30496,"29516",396,"584","39","32.3",20,0,3,0,17,0,8,5,"2631.1","3400.8","4274.8","3152.7","2966.8","2467.3",1238.6,"1538.9","2650.2","6223.1","2914.8",2923,10,3,3,0,4,"24.888888888888889",564,3,0,1637,17,2200,0.000122727272727273,0.0137580956455273,25,0,0,0.0121348314606742,0.0135913422185561,17.0043622906182,396.101615710871,20
"594",2021-10-15,30532,"29567",381,"584","33","28.9",36,1,15,0,20,2,10,5,"2644.3","3405.8","4277.3","3156.1","2967.6","2470.8",1239.2,"1538.9","2650.2","6223.1","2918.5",2926.2,16,13,2,0,5,"24.604966139954854",565,5,0,1639,21,1856,0.000199353448275862,0.0148564562584716,15,0,0,0.019775521111705,0.0146831988776044,21.0087817113145,381.159325333848,36
"595",2021-10-16,30562,"29601",376,"585","22","26.7",30,0,6,0,24,1,10,4,"2652.8","3410","4281","3159.4","2969.1","2472.2",1239.2,"1540.3","2650.2","6223.1","2921.3",2929.3,17,5,1,0,7,"24.485125858123567",566,6,1,1640,24,1125,0.000257777777777778,0.0163727663206715,13,0,0,0.0254833040421793,0.0161914747215831,24.0129329888299,376.202616825001,30
"596",2021-10-17,30586,"29635",366,"585","34","28.7",24,1,4,0,19,0,10,4,"2658.4","3412.6","4282.9","3164.1","2969.8","2474.3",1239.2,"1540.3","2653.2","6223.1","2923.2",2931.9,11,5,2,2,4,"24.654377880184331",567,6,0,1640,20,1092,0.000155677655677656,0.0165538319110469,15,0,0,0.015356820234869,0.0163873041857052,20.006494761702,366.118854139146,25
"597",2021-10-18,30622,"29665",372,"585","23","29.4",36,3,10,0,23,1,11,3,"2669.7","3419.3","4284.8","3166.2","2972.8","2477.1",1239.8,"1541.6","2653.2","6223.1","2926.7",2935.3,16,12,3,1,4,"20.89201877934272",568,8,0,1641,26,2101,0.000147548786292242,0.0166180749849766,32,0,0,0.0145335208626348,0.0164405949514588,26.0079905396576,372.114326182794,36
"598",2021-10-19,30645,"29703",357,"585","23","28.3",23,0,3,0,20,3,13,2,"2674.4","3422.7","4286.7","3168.9","2975","2477.8",1241.6,"1541.6","2653.2","6223.1","2927.9",2938.5,11,3,2,0,7,"20.802005012531328",569,11,0,1644,20,1976,0.000126518218623482,0.0157278473317207,15,0,0,0.0125565042692115,0.0155554458612704,20.005310441992,357.094791389557,22
"599",2021-10-20,30671,"29733",353,"585","35","29.9",26,1,5,0,20,1,13,3,"2678.2","3428.6","4287.9","3173.6","2977.9","2479.2",1241.6,"1541.6","2653.2","6223.1","2930.8",2940.6,16,4,1,1,4,"19.480519480519483",570,10,0,1645,21,1962,0.000158002038735984,0.0166800742587182,21,0,0,0.0156328794755421,0.0164961973509737,21.0069420893534,353.116693216274,26
"600",2021-10-21,30689,"29762",342,"585","43","30.4",18,0,3,0,15,0,13,3,"2684.7","3431.1","4288.5","3174.2","2980.2","2479.9",1242.8,"1541.6","2653.2","6223.1","2932.4",2942.4,11,3,1,0,3,"19.125683060109289",571,10,0,1645,15,1959,0.000137825421133231,0.0168957620930891,27,0,0,0.013595166163142,0.0167048165941834,15.0043122874647,342.098320154195,18
"601",2021-10-22,30715,"29801",329,"585","34","30.6",26,0,14,0,12,0,10,2,"2692.3","3439.5","4289.2","3175.6","2980.9","2481.4",1243.4,"1543","2653.2","6223.1","2934.9",2944.9,6,13,0,0,7,"20.604395604395602",572,8,0,1645,12,2071,0.00012554321583776,0.0158413302011162,13,0,0,0.0124760076775432,0.0156620289607317,12.0031658388502,329.086796748476,26
"602",2021-10-23,30739,"29824",330,"585","22","30.6",24,0,3,1,20,0,8,1,"2695.1","3442","4290.4","3179.6","2984.6","2482.1",1244.6,"1545.7","2653.2","6223.1","2936.5",2947.9,9,4,5,0,6,"20.334261838440113",573,7,0,1645,20,1204,0.00010797342192691,0.0137012679746752,5,0,0,0.010752688172043,0.0135576552649979,21.004547565594,330.075034832301,24
"603",2021-10-24,30759,"29850",323,"586","14","27.7",20,0,8,0,12,1,8,1,"2702.6","3444.5","4292.3","3180.3","2986.8","2483.5",1244.6,"1545.7","2653.2","6223.1","2938.2",2950,8,6,2,0,4,"20.391061452513966",574,7,1,1646,12,1187,0.000151642796967144,0.0136436271359536,12,0,0,0.0150125104253545,0.013508468149353,12.0038094869747,323.102538691068,20
"604",2021-10-25,30785,"29884",315,"586","15","26.6",26,0,5,2,19,3,8,1,"2709.2","3448.7","4292.9","3183","2989","2485.6",1245.2,"1547","2656.3","6223.1","2941.2",2952.1,12,6,1,1,6,"20.547945205479451",575,7,0,1649,19,2276,0.000166959578207381,0.0139209241633127,15,0,0,0.0165866433871671,0.0138017713671433,21.0066641387904,315.110484406261,26
"605",2021-10-26,30806,"29919",301,"586","30","27.6",21,0,2,6,13,3,10,2,"2711.1","3451.3","4296","3185","2991.2","2486.3",1247,"1548.4","2656.3","6223.1","2943.5",2953.8,4,8,1,1,7,"20.454545454545457",576,8,0,1652,13,2331,9.43800943800944e-05,0.0134618081026929,19,0,0,0.00936170212765958,0.0133453710612074,19.0025735350993,301.059587235762,22
"606",2021-10-27,30832,"29936",310,"586","34","27.4",26,1,1,5,19,2,11,2,"2714.8","3452.9","4298.5","3186.4","2997.9","2487",1247.6,"1551.1","2659.3","6223.1","2946.4",2955.8,13,5,1,0,7,"21.067415730337078",577,9,0,1654,20,2023,0.000118635689569946,0.0128994316860352,50,0,0,0.0115774240231549,0.0127660202822949,25.0048963658494,310.075893670666,26
"607",2021-10-28,30857,"29969",302,"586","26","25",25,1,1,6,17,4,15,3,"2716.7","3459.7","4301","3188.4","2997.9","2489.8",1248.2,"1551.1","2662.3","6246.4","2949.8",2957.3,10,7,2,1,5,"21.052631578947366",579,12,0,1658,18,2239,8.93255917820455e-05,0.0122065769810183,32,0,0,0.00880669308674592,0.0120819526999526,24.0033521025118,302.056240831032,25
"608",2021-10-29,30878,"29995",297,"586","12","21.9",21,0,3,1,17,1,16,3,"2717.6","3463.9","4301","3191.7","3000.1","2492.6",1250,"1551.1","2662.3","6246.4","2951.3",2959.8,7,3,3,2,6,"22.254335260115607",580,13,0,1659,17,2014,0.000143992055610725,0.0124701318349178,8,0,0,0.0143422354104847,0.0123485566618014,18.00515581936,297.090075197054,21
"609",2021-10-30,30901,"30027",288,"586","28","22.7",23,0,1,2,20,1,17,2,"2720.5","3463.9","4304.8","3194.4","3003.1","2494.7",1250,"1552.4","2665.4","6258","2954",2961.5,11,3,2,1,6,"22.418879056047196",581,15,0,1660,20,1177,0.000152931180968564,0.0131123855355129,42,0,0,0.014766201804758,0.0129219157521892,22.0062449752292,288.0899276433,23
"610",2021-10-31,30922,"30060",275,"587","32","25.3",21,0,3,2,16,0,16,1,"2721.4","3468.1","4307.9","3197.8","3004.6","2496.9",1250,"1552.4","2665.4","6258","2956.4",2963.2,10,4,1,1,5,"22.916666666666664",582,15,1,1660,16,1084,0.000156826568265683,0.0131864394112063,12,0,0,0.0155109489051095,0.0129931212492971,18.0052479570833,275.090199262369,21
"611",2021-11-01,30973,"30085",301,"587","13","25",51,0,4,10,37,1,15,1,"2731.8","3471.5","4314.8","3202.5","3010.5","2499",1252.4,"1556.5","2665.4","6258","2961.3",2968.1,17,13,7,0,14,"24.786324786324787",583,14,0,1661,37,2372,9.6964586846543e-05,0.0121865109631943,32,0,0,0.00956738768718802,0.0119903704350144,47.0074856069843,301.060896424386,51
"612",2021-11-02,31023,"30108",328,"587","31","25.1",50,1,6,6,37,3,17,0,"2738.3","3479","4322.9","3204.5","3014.9","2503.2",1254.2,"1559.2","2665.4","6269.7","2964.8",2974.1,27,12,3,0,8,"23.280423280423278",584,17,0,1664,38,2361,0.000165184243964422,0.013197998814399,14,0,0,0.016421052631579,0.0129988490784314,44.0131952163275,328.113895551459,50
"613",2021-11-03,31066,"30129",350,"587","44","26.6",43,0,2,19,22,2,18,0,"2742.1","3483.2","4327.9","3207.9","3019.3","2505.3",1258.4,"1563.2","2671.4","6269.7","2970.4",2976.8,15,19,0,1,8,"23.291139240506329",585,18,0,1666,22,2286,0.000144356955380577,0.0135654454688366,27,0,0,0.0142671854734111,0.0133831007141823,41.0066373223903,350.1055937653,43
"614",2021-11-04,31099,"30143",369,"587","33","27.6",33,2,3,5,23,4,21,0,"2743","3491.6","4332.2","3211.3","3020.8","2506.7",1259.6,"1564.6","2677.5","6281.3","2973.6",2980,11,9,1,1,11,"24.390243902439025",586,21,0,1670,25,2150,0.000176744186046512,0.0148142825297575,16,0,0,0.0175438596491228,0.0146312673659504,30.0092746403562,369.136893691657,33
"615",2021-11-05,31138,"30163",386,"589","45","32.3",39,0,9,7,23,2,21,1,"2749.6","3497.5","4336.6","3214","3023","2510.3",1262,"1564.6","2680.6","6293","2977.5",2983.5,17,12,2,1,7,"23.640661938534279",587,20,2,1672,23,2275,0.000158241758241758,0.0150178497102008,16,0,0,0.0157136621562636,0.0148271854724903,30.0076425303579,386.128261596442,39
"616",2021-11-06,31171,"30189",392,"590","40","34",33,3,5,4,21,3,22,1,"2757.1","3501.7","4339.1","3217.3","3026","2511.7",1262.6,"1565.9","2686.6","6304.6","2981.2",2986.2,14,8,2,0,9,"23.842592592592592",588,21,1,1675,24,1290,0.000224806201550388,0.0160446357185126,7,0,0,0.0223592906707788,0.0159119124533504,28.0113475260512,392.185342925503,33
"617",2021-11-07,31209,"30208",410,"591","39","35",38,3,5,3,27,6,26,3,"2762.8","3507.6","4343.5","3219.3","3029.7","2515.2",1263.2,"1565.9","2695.7","6316.3","2983.9",2990.7,17,11,1,2,7,"23.555555555555554",589,23,1,1681,30,1130,0.000274336283185841,0.0177233459316577,12,0,0,0.0271453590192645,0.0175739710410868,33.0172206194494,410.235348465809,38
"618",2021-11-08,31273,"30235",446,"592","36","38.3",64,6,6,7,45,1,25,2,"2773.1","3511.8","4353.5","3224","3037.8","2520.1",1265,"1567.3","2698.8","6339.6","2989.4",2997.5,25,17,2,3,17,"23.975409836065573",590,23,1,1682,51,2669,0.000179842637692019,0.0189073180865931,9,0,0,0.0179238237490664,0.0187677476213552,58.0193300405786,446.169043099962,64
"619",2021-11-09,31314,"30260",462,"592","39","39.4",41,0,4,9,28,3,27,2,"2777.8","3513.5","4359.7","3228.1","3040.8","2522.2",1268,"1568.6","2707.9","6362.9","2992.9",3001.8,14,11,4,1,11,"23.818897637795274",591,25,0,1685,28,2430,9.87654320987654e-05,0.0179584779170837,17,0,0,0.00980792807519411,0.0178230155418716,37.0058072059535,462.095818898232,42
"620",2021-11-10,31355,"30283",480,"592","34","38",41,1,7,5,28,5,31,2,"2788.2","3516","4365.3","3231.5","3045.2","2522.9",1270.4,"1570","2710.9","6362.9","2997.9",3004.7,16,11,4,1,9,"23.518164435946463",592,29,0,1690,29,2284,0.000192644483362522,0.0186482997453972,13,0,0,0.0191554201131911,0.0185213347761259,34.0117468548957,480.194430701722,41
"621",2021-11-11,31402,"30324",485,"593","48","40.1",47,1,6,5,35,3,34,5,"2796.6","3520.2","4371","3236.8","3049.7","2525.1",1272.2,"1572.7","2713.9","6374.5","3002",3009.6,26,9,3,0,9,"23.302752293577981",593,29,1,1693,36,1719,0.000151250727166958,0.0182841074756893,13,0,0,0.0150115473441109,0.0181595758754099,41.0114277277663,485.153956887963,47
"622",2021-11-12,31461,"30362",506,"593","49","40.7",59,1,20,2,36,1,35,5,"2808.9","3532","4377.2","3241.5","3050.4","2529.3",1275.9,"1574","2717","6374.5","3008.7",3014.3,23,19,2,3,12,"22.813036020583191",594,30,0,1694,37,2214,0.000194218608852755,0.0187980624844178,17,0,0,0.0192738682205289,0.0186681767417335,39.015080041416,506.206229755582,59
"623",2021-11-13,31497,"30380",523,"594","43","41.1",36,1,2,5,28,1,33,3,"2812.6","3535.4","4377.8","3246.3","3055.6","2532.8",1278.3,"1579.4","2717","6374.5","3012.2",3017.7,17,8,4,1,6,"22.31543624161074",595,30,1,1695,29,1521,0.000289283366206443,0.0197191648366472,13,0,0,0.0286831812255541,0.01957158967813,34.0175896516919,523.317220270168,36
"624",2021-11-14,31530,"30405",531,"594","43","41.7",33,1,3,2,27,0,29,3,"2822","3537.9","4381.6","3251","3057.8","2534.2",1278.9,"1579.4","2720","6374.5","3014.9",3021.2,17,5,1,0,10,"22.697368421052634",596,26,0,1695,28,1260,0.000198412698412698,0.0186345421970309,14,0,0,0.0196232339089482,0.0184970003766562,30.0116187802264,531.220341867865,33
"625",2021-11-15,31570,"30445",529,"596","41","42.4",40,1,2,3,34,1,25,2,"2828.6","3542.9","4382.8","3255.7","3061.5","2538.5",1280.7,"1583.5","2720","6386.2","3018.6",3025.2,23,6,2,2,7,"21.943048576214405",597,23,2,1696,35,2885,0.000159445407279029,0.018343153191131,16,0.000625,0.00892857142857143,0.0162013098931402,0.0182509269686668,38.0119908535401,529.181233186363,40
"626",2021-11-16,31620,"30478",545,"597","42","42.9",50,1,9,3,37,1,25,1,"2839","3548.8","4387.2","3260.4","3065.9","2542",1283.1,"1586.2","2720","6397.9","3023.3",3030.1,17,13,5,0,15,"23.115577889447238",598,24,1,1697,38,2664,0.00015015015015015,0.0190772205918651,16,0,0.00892857142857143,0.0149253731343283,0.0189819905485431,41.0119933558277,545.17200997174,50
"627",2021-11-17,31642,"30532",513,"597","44","44.3",22,0,9,1,12,1,24,2,"2846.5","3553","4389.1","3261.1","3065.9","2542.7",1283.1,"1588.9","2723.1","6409.5","3025.4",3032.2,12,5,1,1,3,"23.090277777777779",599,22,0,1698,12,2466,0.000170316301703163,0.01875824656816,60,0,0.00892857142857143,0.0166270783847981,0.0186207988730584,13.0042191903112,513.180370385804,22
"628",2021-11-18,31679,"30579",503,"597","39","43",37,2,13,1,21,1,22,3,"2857.8","3557.2","4391.6","3263.8","3068.9","2546.9",1283.7,"1588.9","2726.1","6409.5","3029.2",3035.4,16,12,1,1,7,"22.241379310344829",600,19,0,1699,23,2580,0.000131782945736434,0.0184801354048668,52,0.000192307692307692,0.0116758241758242,0.0132978723404255,0.0183759881582462,24.0064675816526,503.141443198751,37
"629",2021-11-19,31715,"30615",502,"598","25","39.6",36,0,10,2,24,2,20,2,"2865.3","3561.5","4395.3","3265.8","3070.4","2551.8",1285.5,"1590.2","2729.1","6409.5","3032.7",3038.8,13,12,5,0,6,"22.183708838821488",601,18,1,1701,24,2420,0.000152892561983471,0.0178897633067341,23,0.000869565217391304,0.0240981844242714,0.015963978714695,0.0179031468002699,26.0081018520226,502.16946373814,36
"630",2021-11-20,31756,"30672",485,"599","50","40.6",41,1,4,0,36,1,17,2,"2871.9","3569","4398.4","3271.2","3072.6","2554.7",1286.7,"1591.6","2735.2","6409.5","3036.8",3042.5,20,5,3,1,12,"22.393162393162395",602,15,1,1702,37,1423,0.00022487702037948,0.0169696726520632,10,0.001,0.0383838987099857,0.0230286113049546,0.0170953510973271,37.0180177849231,485.23617907264,41
"631",2021-11-21,31800,"30712",489,"599","25","38",44,2,8,2,32,1,17,1,"2886","3571.5","4400.3","3275.9","3077","2557.5",1288.5,"1594.3","2738.2","6409.5","3040.1",3047.3,19,11,2,3,9,"22.504230118443317",501,16,0,1703,34,1155,0.00012987012987013,0.0159904931014551,18,0,0.0383838987099857,0.0127877237851663,0.0161188496510726,36.0091939913096,489.132231227953,42
"632",2021-11-22,31859,"30773",487,"599","31","36.6",59,2,9,2,46,2,19,0,"2898.2","3580","4402.8","3284","3082.9","2561.7",1289.1,"1599.7","2741.3","6409.5","3045.7",3052,23,13,6,5,12,"21.843003412969285",502,19,0,1705,48,2612,0.000172281776416539,0.0161738698034195,43,0,0.0294553272814142,0.0169491525423729,0.0162256843152487,50.0172036718742,487.174545587557,54
"633",2021-11-23,31907,"30809",498,"600","27","34.4",48,3,13,1,31,2,18,0,"2913.2","3586.7","4404","3289.3","3085.9","2563.8",1292.1,"1602.4","2741.3","6409.5","3049.6",3057.1,14,16,2,1,15,"22.259696458684655",503,18,1,1707,34,2522,0.000218080888183981,0.0171443089181885,22,0,0.0294553272814142,0.0216194968553459,0.0171819877039655,35.0155437722573,498.227670546592,47
"634",2021-11-24,31956,"30848",508,"600","46","34.7",49,1,11,1,36,1,16,0,"2924.5","3590.9","4407.8","3292.7","3092.6","2567.4",1294.5,"1606.4","2741.3","6409.5","3053.9",3062.1,23,11,3,1,11,"22.296173044925123",504,16,0,1708,37,2506,0.00019952114924182,0.0175615210258836,29,0,0.0294553272814142,0.0197238658777121,0.0176243859172389,38.0154321234802,508.211878884539,49
"635",2021-11-25,32000,"30885",514,"601","60","37.7",44,2,5,0,37,0,14,0,"2934.9","3595.1","4410.9","3296.1","3097","2570.9",1295.7,"1610.5","2747.3","6409.5","3058.4",3066.1,19,8,4,1,12,"22.909698996655518",505,14,1,1708,39,2421,0.000156959933911607,0.017921192285529,45,0.000222222222222222,0.0298826777087647,0.0158150851581509,0.0179839877483425,39.0130427168688,514.171896319757,44
"636",2021-11-26,32041,"30932",508,"601","51","41.4",41,8,4,1,28,3,16,1,"2943.3","3597.6","4414.7","3300.1","3102.2","2575.8",1295.7,"1613.2","2750.4","6409.5","3062.3",3069.9,13,12,3,1,12,"23.620689655172413",506,15,0,1711,36,2337,0.000179717586649551,0.0183044069236158,27,0,0.0174603174603175,0.017766497461929,0.0182414904265188,37.0135249679265,508.190852325185,40
