"","date","observed_cumulative_cases","observed_active_cases","observed_cumulative_deaths","observed_new_cases","observed_daily_average_cases","observed_new_episodes","observed_new_cases_community_outbreak","observed_new_cases_institution_outbreak","observed_new_cases_sporadic","observed_new_ICU_p_acute_care","observed_census_ICU","observed_census_ICU_p_acute_care","observed_census_acute_care","observed_new_deaths","cumulative_hosp","observed_new_community_cases","num_non_ltch_tests","non_ltch_pct_positivity","num_ltch_tests","ltch_pct_positivity","observed_pct_positivity","pct_positivity_7_day","adjusted_new_episodes","adjusted_active_cases","adjusted_episode_cases"
"532",2021-08-14,28064,216,576,16,16.6,17,2,0,15,1,1,5,4,0,1553,17,1005,0.0119400000572205,12,0,1.17991151007931,1.24664752460339,17.2858597540223,219.632100404048,17
"533",2021-08-15,28081,212,576,8,17,17,0,0,17,0,1,5,4,0,1553,17,543,0.0221000003814697,2,0,2.20188994626386,1.46838134105254,17.5334567152251,218.652519036925,18
"534",2021-08-16,28100,215,576,21,18.1,19,0,0,19,0,1,4,3,0,1553,19,611,0.0114600002765656,8,0,1.1311890418387,1.42768293468242,19.3062974963062,218.465997984517,19
"535",2021-08-17,28121,211,576,18,18.1,21,0,0,21,0,1,4,3,0,1553,21,1323,0.0158700001239777,10,0,1.57509453593567,1.50767501164827,21.471390229039,215.736349444153,21
"536",2021-08-18,28152,224,576,24,18.7,31,0,0,31,0,1,3,2,0,1553,31,1295,0.015440000295639,12,0,1.52982405377601,1.57288212279043,31.6758616987599,228.883645823297,31
"537",2021-08-19,28174,231,576,19,18.9,22,0,0,22,3,1,6,5,0,1556,22,1279,0.0172000002861023,17,0,1.69743829983988,1.63199108441613,22.5321956672042,236.588054505644,22
"538",2021-08-20,28193,231,576,16,17.4,19,0,0,19,0,2,6,4,0,1556,19,1142,0.014889999628067,50,0,1.42654191067555,1.53455561405843,19.386271612838,235.696249608715,19
"539",2021-08-21,28216,240,576,27,19,23,1,0,22,1,2,7,5,0,1557,23,879,0.0182000005245209,12,0,1.79548826723388,1.62249515079479,23.5885252007485,246.141132529549,23
"540",2021-08-22,28247,257,576,17,20.3,31,0,0,31,1,1,6,5,0,1558,31,520,0.0173099994659424,6,0,1.71125470005514,1.55240440133641,31.7560160305594,263.267616769476,31
"541",2021-08-23,28288,276,576,16,19.6,41,1,0,40,0,1,4,3,0,1558,41,575,0.0139100003242493,11,0.0909099960327148,1.53553927351591,1.61016872014743,41.8972210246793,282.039829336866,41
"542",2021-08-24,28320,290,576,26,20.7,32,1,0,31,0,1,4,3,0,1558,32,1233,0.0154100000858307,23,0,1.51278105938131,1.60126679492538,32.6898913714923,296.252140554149,32
"543",2021-08-25,28347,308,576,27,21.1,27,0,0,26,2,1,6,5,0,1560,26,1318,0.0197300004959106,68,0,1.8762006243586,1.65074916215147,26.6951960257561,316.235399074341,27
"544",2021-08-26,28375,316,576,44,24.7,28,2,0,24,3,1,9,8,0,1563,26,1198,0.0125199997425079,22,0,1.22942292553479,1.58388982296503,26.4555429311284,321.536598701406,28
"545",2021-08-27,28408,333,576,24,25.9,33,0,0,33,2,1,10,9,0,1565,33,896,0.0278999996185303,9,0,2.7622541058788,1.7747058508512,34.2990690150603,346.10878733379,33
"546",2021-08-28,28440,337,576,38,27.4,32,0,0,29,2,1,12,11,0,1567,29,1115,0.0242199993133545,16,0,2.38773644866404,1.85931273391266,29.986822500899,348.467558027688,32
"547",2021-08-29,28479,358,576,28,29,39,0,0,35,1,0,11,11,0,1568,35,537,0.0260700011253357,2,0,2.59732664272825,1.98589444000881,36.2955353610752,371.251475978998,39
"548",2021-08-30,28516,380,576,20,29.6,37,0,0,36,1,1,10,9,0,1569,36,627,0.0111600005626678,9,0,1.10020760264036,1.92370420131231,36.5644582162802,385.958170060735,37
"549",2021-08-31,28546,388,576,22,29,30,1,0,24,0,1,8,7,0,1569,25,553,0.0361700010299683,16,0,3.51529183999516,2.20977716997143,26.2524374673484,407.437829493247,30
"550",2021-09-01,28585,399,576,55,33,39,0,0,37,2,1,10,9,0,1571,37,807,0.0309800004959106,5,0,3.07892369460589,2.38159475143533,38.6235112654174,416.507594456798,39
"551",2021-09-02,28630,427,576,34,31.6,45,0,1,39,1,1,11,10,0,1572,39,1298,0.0169500005245209,8,0,1.68461720373875,2.44662250546447,40.9363117966341,437.251413773405,45
"552",2021-09-03,28682,459,576,50,35.3,52,0,1,49,1,2,6,4,0,1573,49,1050,0.035239999294281,45,0.0222199988365173,3.47049307823181,2.5477995015149,52.4234938343722,481.701707550548,52
"553",2021-09-04,28737,490,576,38,35.3,55,0,0,52,0,2,6,4,0,1573,52,911,0.0318300008773804,8,0,3.1552917083018,2.65745025289172,54.3382853914809,512.033843112032,55
"554",2021-09-05,28763,484,576,23,34.6,26,0,0,25,2,1,8,7,0,1575,25,412,0.0388299989700317,6,0,3.82726305637633,2.83315545484145,26.363587396832,510.399052002668,26
"555",2021-09-06,28823,501,576,29,35.9,60,0,1,53,1,1,9,8,0,1576,53,519,0.0346799993515015,2,0,3.45468707551426,3.169509665252,56.6093914883749,525.666134635392,60
"556",2021-09-07,28888,526,576,50,39.9,65,1,2,56,1,1,9,8,0,1577,57,825,0.0460599994659424,11,0.0909099960327148,4.66501309997157,3.33375555953435,62.7895040879309,560.969809653538,65
"557",2021-09-08,28940,538,577,66,41.4,52,0,1,50,2,1,8,7,1,1579,50,1376,0.03125,17,0,3.08686288585786,3.3348897297132,53.1995913345396,561.667602759646,52
"558",2021-09-09,29010,583,577,58,44.9,70,0,3,63,3,2,11,9,0,1582,63,1485,0.0343400001525879,13,0,3.40419894703558,3.58054426446989,69.0563996345476,611.283825189544,70
"559",2021-09-10,29076,613,577,62,46.6,66,0,0,58,0,1,8,7,0,1582,58,1263,0.0332500004768372,35,0,3.23534288152892,3.54695137922662,60.6742559091079,641.26411848764,66
"560",2021-09-11,29130,635,577,44,47.4,54,0,0,49,1,1,8,7,0,1583,49,1162,0.0309800004959106,15,0,3.05851831573901,3.5331266088605,51.1358060982748,662.678303518459,54
"561",2021-09-12,29185,647,577,53,51.7,55,0,1,50,2,1,9,8,0,1585,50,585,0.0598299980163574,3,0,5.95247429244372,3.83672821401299,55.2415265455142,701.885353498954,55
"562",2021-09-13,29247,676,577,36,52.7,62,0,0,55,5,4,14,10,0,1590,55,530,0.0301900005340576,20,0,2.90921823328191,3.75880409369408,57.2803087140932,704.027067104127,62
"563",2021-09-14,29309,696,577,63,54.6,62,0,2,55,2,5,11,6,0,1592,55,1224,0.0334999990463257,29,0,3.27246598824443,3.55986879201878,59.5650302284642,728.459291618383,62
"564",2021-09-15,29356,708,577,58,53.4,47,0,1,42,2,6,12,6,0,1594,42,1537,0.0305800008773804,13,0,3.03235234506669,3.55208157190575,44.8150291729869,738.596206058923,47
"565",2021-09-16,29416,736,577,63,54.1,60,1,1,50,1,7,12,5,0,1595,51,1708,0.0316199994087219,39,0,3.09141150487104,3.50739765159653,54.2468891729977,768.425694731888,60
"566",2021-09-17,29476,733,578,90,58.1,60,1,2,46,0,7,10,3,1,1595,47,1417,0.0310500001907349,4,0,3.09625969530411,3.48752862499299,51.0739099442635,765.344169981811,60
"567",2021-09-18,29538,749,578,44,58.1,62,0,5,50,0,7,9,2,0,1595,50,1575,0.0298399996757507,28,0,2.93187769739909,3.46943710808728,57.089154269428,780.295530956031,62
"568",2021-09-19,29581,740,578,60,59.1,43,2,1,39,3,7,10,3,0,1598,41,1058,0.0321399998664856,3,0,3.20491233352891,3.07692825681374,43.8726416038271,773.798897239805,43
"569",2021-09-20,29632,719,578,60,62.6,51,2,0,40,2,8,12,4,0,1600,42,1220,0.0385199999809265,66,0.0606099987030029,3.965370131503,3.22780709941675,44.3734914849451,759.631913754179,51
"570",2021-09-21,29692,718,578,36,58.7,60,0,0,51,1,7,13,6,0,1601,51,1196,0.0200699996948242,23,0,1.96913204552992,3.04161653617182,52.4311978416114,738.149020593666,60
"571",2021-09-22,29743,705,578,63,59.4,51,0,0,42,5,9,17,8,0,1606,42,2383,0.0180400002002716,29,0,1.7823101358726,2.86303907771552,43.0668103583616,722.907173872497,51
"572",2021-09-23,29779,677,578,44,56.7,36,0,0,29,3,9,18,9,0,1609,29,1528,0.0274900007247925,48,0,2.66527418194689,2.80216231729779,30.1015254783592,702.714922374109,36
"573",2021-09-24,29823,671,578,56,51.9,44,1,0,34,2,8,17,9,0,1611,35,2089,0.0181900000572205,48,0,1.77814272903761,2.61385989354543,35.8869299473582,688.003714133639,44
"574",2021-09-25,29867,666,578,62,54.4,44,0,1,35,2,10,17,7,0,1613,35,1935,0.0273900008201599,32,0,2.6944408534321,2.57994034440729,37.3439755117902,691.573934024351,44
"575",2021-09-26,29915,644,578,38,51.3,48,1,0,38,3,11,18,7,0,1616,39,1060,0.0339599990844727,4,0,3.38323299149822,2.60541472411719,40.8804040191868,675.050774060418,48
"576",2021-09-27,29956,625,578,31,47.1,41,0,0,29,0,11,18,7,0,1616,29,852,0.0164300000667572,15,0.0666699981689453,1.72992041861722,2.28606476513351,29.714955117769,640.408515469161,41
"577",2021-09-28,30001,601,579,44,48.3,45,1,1,32,3,11,19,8,1,1619,33,1723,0.0203099989891052,35,0,1.99056474733949,2.28912657967773,34.9361488431628,618.049256204268,45
"578",2021-09-29,30046,589,579,65,48.6,45,1,0,37,0,11,19,8,0,1619,38,2041,0.0215599989891052,8,0,2.14758213454191,2.34130829377335,39.1630222829118,607.026845385134,45
"579",2021-09-30,30094,591,579,61,51,48,2,0,38,3,11,20,9,0,1622,40,1837,0.017960000038147,29,0,1.76808789228703,2.21313882382194,41.0079024434538,605.89175860203,48
"580",2021-10-01,30137,574,579,48,49.9,43,0,0,24,1,10,19,9,0,1623,24,1834,0.0196300005912781,13,0,1.94918359958874,2.23757323390067,24.6666818730005,589.944808129261,43
"581",2021-10-02,30173,556,579,60,49.6,36,0,0,28,0,8,14,6,0,1623,28,1477,0.0189600002765656,13,0,1.87945774553607,2.12114707562981,28.7499723535523,570.892308163395,36
"582",2021-10-03,30200,542,580,37,49.4,27,5,0,18,2,6,13,7,1,1625,23,1029,0.0213800001144409,12,0,2.11335447817096,1.9397358594402,23.6927153973746,558.323988929435,27
"583",2021-10-04,30244,540,581,25,48.6,44,1,0,40,0,4,10,6,1,1625,41,1256,0.0199000000953674,8,0,1.97740507276752,1.9750908100331,42.1554047728993,555.21752627721,44
"584",2021-10-05,30294,537,581,33,47,50,1,0,42,0,4,9,5,0,1625,43,1637,0.0116100001335144,13,0,1.15185274051897,1.85527480905874,43.7058624384497,545.815072777849,50
"585",2021-10-06,30335,528,581,28,41.7,41,1,0,33,0,4,8,4,0,1625,34,1958,0.0127699995040894,36,0,1.25394478580778,1.72761233066815,34.6075919167946,537.435545060811,41
"586",2021-10-07,30372,517,581,53,40.6,37,1,0,31,2,3,8,5,0,1627,32,1681,0.0184399998188019,9,0,1.83417986363349,1.7370540408605,32.8364626552128,530.514099773282,37
"587",2021-10-08,30400,498,583,58,42,28,0,0,19,0,2,6,4,2,1627,19,2154,0.0246099996566772,13,0,2.44623623721655,1.80806156052162,19.6623791489484,515.361306114542,28
"588",2021-10-09,30429,478,583,37,38.7,29,1,0,26,3,3,7,4,0,1630,27,1520,0.0184200000762939,12,0,1.82757180913621,1.80064928389307,27.7032226834054,490.449646024732,29
"589",2021-10-10,30450,440,584,20,36.3,21,0,0,19,2,3,7,4,1,1632,19,1009,0.0178400003910065,24,0,1.7425518290925,1.74767747688186,19.4718391380164,450.926801090906,21
"590",2021-10-11,30469,418,584,18,35.3,19,0,0,17,1,4,8,4,0,1633,17,635,0.0220499992370605,7,0,2.18095786846315,1.77675644769552,17.5283854547448,430.992065887255,19
"591",2021-10-12,30503,419,584,31,35,34,0,0,27,2,5,8,3,0,1635,27,1118,0.0143099999427795,12,0,1.41580353416172,1.8144637039302,27.5447803229896,427.454183530839,34
"592",2021-10-13,30525,414,584,24,34.4,22,0,0,20,0,5,8,3,0,1635,20,1674,0.0203099989891052,9,0,2.02013893688426,1.92392001122684,20.5757923515805,425.918901677716,22
"593",2021-10-14,30545,400,584,39,32.4,20,0,0,17,0,5,7,2,0,1635,17,1288,0.0116499996185303,33,0,1.13589701049713,1.82416531792165,17.2751962645009,406.47520622355,20
"594",2021-10-15,30581,385,584,33,28.9,36,1,0,20,2,5,9,4,0,1637,21,1605,0.0155799996852875,15,0,1.54357404289422,1.6952135758756,21.461956857203,393.469209048722,36
"595",2021-10-16,30611,379,585,22,26.7,30,0,0,24,1,4,9,5,1,1638,24,1409,0.0156099998950958,8,0,1.55218700438885,1.65587288948312,24.5308965966835,387.383742089294,30
"596",2021-10-17,30636,370,585,34,28.7,25,1,0,20,0,4,9,5,0,1638,21,815,0.0368099999427795,8,0,3.64521870636273,1.92768244337887,22.0909316499334,389.221176689303,25
"597",2021-10-18,30672,376,585,23,29.4,36,3,0,23,1,3,10,7,0,1639,26,812,0.0135500001907349,20,0,1.32242790323038,1.80503530548847,26.4900044327557,383.086217950621,36
"598",2021-10-19,30694,360,585,23,28.3,22,0,0,19,3,2,12,10,0,1642,19,1138,0.0105400002002716,9,0,1.04572974959975,1.75216762197962,19.2831572728062,365.365085168959,22
"599",2021-10-20,30720,355,585,35,29.9,26,1,0,20,1,3,12,9,0,1643,21,1788,0.0134200000762939,19,0,1.32788932686295,1.653274820548,21.3974072918464,361.71807564788,26
"600",2021-10-21,30738,344,585,44,30.6,18,0,0,15,0,3,12,9,0,1643,15,1305,0.0214599990844727,7,0,2.13455021381379,1.79593956387895,15.4563019149592,354.464523916397,18
"601",2021-10-22,30764,330,585,34,30.7,26,0,0,12,0,2,9,7,0,1643,12,1417,0.0218799996376038,19,0,2.15905010351564,1.8838647153963,12.3692313969852,340.153863417094,26
"602",2021-10-23,30788,331,585,22,30.7,24,0,1,20,0,1,7,6,0,1643,20,1331,0.0120200002193451,9,0,1.19392688745883,1.83268469869201,21.3403003415227,336.631970652201,24
"603",2021-10-24,30808,324,586,14,27.9,20,0,0,12,1,1,7,6,1,1644,12,822,0.00243000000715256,8,0,0.240657832033663,1.34631885950214,12.0411562600481,325.111219021299,20
"604",2021-10-25,30834,316,586,15,26.7,26,0,2,19,3,1,7,6,0,1647,19,815,0.0135000002384186,5,0,1.34176831637941,1.34908177566629,21.3633170590673,322.042536350803,26
"605",2021-10-26,30856,303,586,30,27.7,22,0,6,14,3,2,9,7,0,1650,14,1386,0.0180400002002716,10,0,1.79107738378055,1.45556000912069,20.3573526790104,310.734132981439,22
"606",2021-10-27,30882,312,586,35,27.7,26,1,5,19,2,2,10,8,0,1652,20,1365,0.014650000333786,9,0,1.45540396329097,1.47377638575326,25.4148281364327,318.47131892835,26
"607",2021-10-28,30907,304,586,26,25.1,25,1,6,17,4,3,14,11,0,1656,18,1856,0.0113100004196167,41,0,1.10655565518232,1.32692002023448,24.2838575328147,308.794038331982,25
"608",2021-10-29,30928,299,586,12,22,21,0,1,17,1,3,15,12,0,1657,17,1548,0.0148599994182587,18,0,1.46891948272442,1.22832993155002,18.355878350557,305.259272165678,21
"609",2021-10-30,30951,290,586,28,22.9,23,0,2,20,1,2,16,14,0,1658,20,1178,0.0118799996376038,7,0,1.18098224245547,1.22648069654954,22.3366107796561,294.880856305013,23
"610",2021-10-31,30972,276,587,32,25.4,21,0,2,16,0,1,15,14,1,1658,16,936,0.0181599998474121,7,0,1.80251960309414,1.44960380670104,18.4110121267743,283.089959186857,21
"611",2021-11-01,31023,302,587,13,25.1,51,0,10,37,1,1,14,13,0,1659,37,773,0.0116400003433228,14,0,1.14329355341659,1.42125026913492,47.6028567602707,306.920614637885,51
"612",2021-11-02,31073,330,587,31,25.3,50,1,6,37,3,0,16,16,0,1662,38,1531,0.0267799997329712,17,0,2.64859041286685,1.54375213043296,45.4343431242633,342.456137658076,50
"613",2021-11-03,31116,352,587,44,26.6,43,0,19,22,2,0,17,17,0,1664,22,1657,0.0169000005722046,11,0,1.67885497291025,1.57567370323572,41.5263692603916,360.421908166266,43
"614",2021-11-04,31149,371,587,33,27.6,33,2,5,23,4,0,20,20,0,1668,25,1511,0.0258100008964539,35,0,2.52256865165212,1.77796127415998,30.8987474261289,384.337411803753,33
"615",2021-11-05,31188,388,589,45,32.3,39,0,7,23,2,1,20,19,2,1670,23,1264,0.0213599991798401,15,0.0666699981689453,2.18913908802596,1.88084978920306,30.7175560791782,400.104859074832,39
"616",2021-11-06,31221,394,590,40,34,33,3,4,21,3,1,21,20,1,1673,24,1414,0.0212199997901917,10,0.1,2.17732301287437,2.02318418497718,28.7447127015928,406.225700184482,33
"617",2021-11-07,31259,413,591,39,35,38,3,3,27,6,3,25,22,1,1679,30,1016,0.0255900001525879,10,0,2.53405849464223,2.12768974091263,34.0834092693072,427.914934274129,38
"618",2021-11-08,31323,449,592,36,38.3,64,6,7,45,1,2,24,22,1,1680,51,849,0.0270900011062622,13,0.0769199991226196,2.7841497596068,2.36209777036837,60.0235662385961,466.815318453523,64
"619",2021-11-09,31365,465,592,39,39.4,42,0,9,29,3,2,26,24,0,1683,29,1627,0.0215100002288818,21,0.0476200008392334,2.18427126153001,2.29576646303454,38.9027328079491,479.4748536447,42
"620",2021-11-10,31406,483,592,34,38,41,1,5,28,5,2,30,28,0,1688,29,1507,0.00995000004768372,72,0.0555600023269653,1.20297468267263,2.22778356442916,34.4971748391818,491.280532666373,41
"621",2021-11-11,31453,488,593,48,40.1,47,1,5,35,3,5,33,28,1,1691,36,1632,0.0208299994468689,24,0,2.05281153969143,2.16067540557763,42.0531888138864,502.276559477127,47
"622",2021-11-12,31512,509,593,50,40.9,59,1,2,36,1,5,34,29,0,1692,37,1517,0.0184599995613098,29,0.0344799995422363,1.87605040887657,2.11594845141344,39.9892382128983,522.60870946933,59
"623",2021-11-13,31548,526,594,43,41.3,36,1,5,28,1,3,32,29,1,1693,29,1627,0.0196700000762939,20,0,1.94311415447056,2.08249004307004,34.8030655018562,540.565946688841,36
"624",2021-11-14,31581,535,594,43,41.9,33,1,2,27,0,3,28,25,0,1693,28,912,0.037279999256134,8,0,3.69558253495589,2.24842204882913,31.4746725421577,563.176778930513,33
"625",2021-11-15,31621,533,596,41,42.6,40,1,3,34,1,2,24,22,2,1694,35,921,0.0217199993133545,18,0,2.1303641499041,2.15502410458589,39.0626164775597,549.182130929694,40
"626",2021-11-16,31671,549,597,42,43,50,1,3,37,1,1,24,23,1,1695,38,1729,0.0208200001716614,24,0,2.0534957385512,2.13634188701748,42.1120698311774,565.066482560957,50
"627",2021-11-17,31693,517,597,44,44.4,22,0,1,12,1,2,23,21,0,1696,12,1886,0.0148500001430511,19,0.0526300001144409,1.52268085417159,2.18201419723162,13.2604022843346,528.218998416751,22
"628",2021-11-18,31730,506,597,39,43.1,37,2,1,21,1,3,21,18,0,1697,23,1686,0.0183899998664856,42,0.0238100004196167,1.85217359910409,2.15335163429057,24.6071055206131,519.356321453489,37
"629",2021-11-19,31766,505,598,25,39.6,36,0,2,24,2,2,19,17,1,1699,24,1564,0.0140699994564056,40,0,1.37191266520065,2.08133195662258,26.4692371233895,514.873531137988,36
"630",2021-11-20,31807,488,599,50,40.6,41,1,0,36,1,2,16,14,1,1700,37,1680,0.0166700005531311,76,0.0131599998474121,1.65180870829519,2.03971689288324,37.8709959428128,499.487730272774,41
"631",2021-11-21,31850,491,599,25,38,43,2,2,31,1,1,16,15,0,1701,33,924,0.0238100004196167,5,0,2.36818518705337,1.85008870032574,36.1137411260892,507.571117966963,42
"632",2021-11-22,31909,489,599,31,36.6,59,2,2,46,2,0,18,18,0,1703,48,1048,0.0152699995040894,18,0,1.50121571109622,1.76021035192462,51.0269256341604,499.461804898009,54
"633",2021-11-23,31957,499,600,27,34.4,48,3,1,31,2,0,17,17,1,1705,34,1457,0.0102999997138977,9,0,1.0236766427796,1.61309333824296,35.4960167788917,506.279775666675,47
"634",2021-11-24,32006,509,600,46,34.7,49,1,1,36,1,0,15,15,0,1706,37,1743,0.0183599996566772,16,0,1.81929956802663,1.65546744022225,38.9593135903416,522.197043715781,49
"635",2021-11-25,32050,515,601,60,37.7,44,2,0,37,0,0,13,13,1,1706,39,1548,0.0219600009918213,6,0,2.18752133432042,1.70337425953887,40.2158263765604,531.055143177657,44
"636",2021-11-26,32090,507,601,51,41.4,40,8,1,27,3,1,15,14,0,1709,35,1853,0.0221300005912781,40,0,2.16623830404851,1.81684935080285,37.0805103513906,522.651964233001,40
"637",2021-11-27,32119,506,601,43,40.4,29,6,0,18,2,1,16,15,0,1711,24,1818,0.0203500008583069,2,0,2.03276382200011,1.87127150990355,24.6952689282347,520.658586570281,29
"638",2021-11-28,32184,540,601,22,40,65,13,1,39,1,2,15,13,0,1712,52,1272,0.0117900002002716,46,0,1.13785130916127,1.69550952734754,53.8432250770631,548.756568107963,65
"639",2021-11-29,32236,548,601,26,39.3,52,7,0,37,1,2,16,14,0,1713,44,989,0.0161800003051758,16,0,1.59224082605163,1.70851311519831,44.9984264745885,560.434947910785,50
"640",2021-11-30,32307,582,601,61,44.1,71,6,1,52,2,2,17,15,0,1715,58,1907,0.0272699999809265,25,0,2.69171273103659,1.94680398494931,61.2249044197732,604.325765039794,68
"641",2021-12-01,32385,620,601,62,46.4,78,4,0,54,0,2,17,15,0,1715,58,1958,0.0194099998474121,72,0.0138900005817413,1.92142166222257,1.96139285554873,59.5882005160635,636.977315861369,78
"642",2021-12-02,32455,645,601,64,47,70,6,0,49,0,2,15,13,0,1715,55,2077,0.0245499992370605,19,0,2.43274563050452,1.99642489786074,56.9068390940729,667.362022103218,71
"643",2021-12-03,32547,706,601,59,48.1,92,7,0,69,1,2,12,10,0,1716,76,1911,0.0245900011062622,12,0,2.44365533614493,2.03605590244594,78.6467212238187,730.586647158106,91
"644",2021-12-04,32601,727,601,70,52,54,2,0,45,0,2,12,10,0,1716,47,1446,0.0242000007629395,6,0.166669998168945,2.4788719760485,2.09978563873857,48.66037663103,752.682847037422,54
"645",2021-12-05,32679,762,601,35,53.9,78,5,1,58,0,2,11,9,0,1716,63,1461,0.0246399998664856,10,0,2.44724947688208,2.28684251984155,66.1972195289299,788.575893349914,78
"646",2021-12-06,32790,820,601,69,60,111,4,3,84,0,2,10,8,0,1716,88,1178,0.0348000001907349,14,0,3.439127535628,2.55068347835246,95.3130610958798,860.189887484335,109
"647",2021-12-07,32895,872,601,70,61.3,105,4,2,79,2,1,11,10,0,1718,83,1905,0.0278200006484985,22,0.0454500007629395,2.80212772455497,2.56645704885508,88.3145202452863,906.822429564936,98
"648",2021-12-08,33005,927,601,44,58.7,110,5,4,88,2,1,12,11,0,1720,93,2324,0.0249600005149841,13,0,2.48211558394622,2.64655618052989,100.289725084941,959.791130685377,109
"649",2021-12-09,33130,1015,601,151,71.1,125,5,3,95,1,1,13,12,0,1721,100,1969,0.0304699993133545,15,0,3.02396313749975,2.73101582438635,107.309542314746,1058.74185449467,124
"650",2021-12-10,33301,1153,602,87,75.1,171,6,6,130,3,0,14,14,1,1724,136,2152,0.0399600005149841,23,0,3.95374349922969,2.94674270482703,149.663056997087,1217.96694645325,169
"651",2021-12-11,33431,1240,602,150,86.6,130,3,4,106,0,0,13,13,0,1724,109,1669,0.0437400007247925,12,0,4.34277580069475,3.21301467977649,119.746034589662,1316.74387973561,128
"652",2021-12-12,33614,1361,603,106,96.7,183,4,4,155,1,0,14,14,1,1725,159,1977,0.0364199995994568,14,0.0714300012588501,3.66661774112255,3.38721014609656,171.308400369419,1432.11781699861,185
"653",2021-12-13,33914,1597,603,103,101.6,300,5,9,264,1,0,15,15,0,1726,269,2090,0.0377999997138977,79,0.0126600003242493,3.68843427513425,3.42282539459745,292.139986202315,1680.94631213791,297
"654",2021-12-14,34220,1830,603,199,120,306,4,3,266,2,0,16,16,0,1728,270,2041,0.0494899988174438,12,0,4.9200724591526,3.7253889281114,291.931713325724,1958.31494587435,307
"655",2021-12-15,34551,2084,603,255,150.1,331,1,4,310,0,0,13,13,0,1728,311,2780,0.0460400009155273,20,0.05,4.60682866232735,4.02891936788013,335.418183655037,2220.82152648584,326
"656",2021-12-16,34964,2438,604,309,172.7,413,7,2,389,3,0,16,16,1,1731,396,2938,0.0871300029754639,58,0.0172399997711182,8.57769922325226,4.82231023727335,446.408391933466,2736.02944326715,411
"657",2021-12-17,35440,2843,604,356,211.1,476,7,9,434,2,0,18,18,0,1733,441,3115,0.102089996337891,10,0.1,10.208330834961,5.71582271380639,514.157581219923,3256.60544990531,472
"658",2021-12-18,35947,3303,604,308,233.7,507,23,15,440,1,0,18,18,0,1734,463,2673,0.0912800025939941,3,0,9.1177670752521,6.39796432445744,538.162259836436,3732.19210418952,502
"659",2021-12-19,36495,3786,604,403,276.1,548,21,8,499,1,0,19,19,0,1735,520,2673,0.0939000034332275,46,0.0217400002479553,9.26792016139842,7.19815038449685,596.681581058865,4286.05474209397,546
"660",2021-12-20,37413,4575,604,389,317,918,8,21,862,1,0,18,18,0,1736,870,2474,0.100240001678467,11,0,9.9796283361178,8.09689239320879,1014.73377888753,5225.6690096672,912
"661",2021-12-21,38278,5327,604,489,358.4,865,6,18,818,3,0,19,19,0,1739,824,2743,0.117749996185303,96,0.0208299994468689,11.4472673294535,9.02934880325178,976.426129214881,6196.03882321319,861
"662",2021-12-22,39113,6037,604,670,417.7,835,6,29,776,2,0,21,21,0,1741,782,4020,0.182089996337891,124,0.0161300003528595,17.7124011902045,10.9015734500914,1008.39622826771,7560.88878523295,830
"663",2021-12-23,39981,6787,604,750,480.7,868,2,45,806,3,1,22,21,0,1744,808,3597,0.217959995269775,96,0.0104200005531311,21.2564966974948,12.712830232126,1097.76972897869,8843.00513685441,865
"664",2021-12-24,40764,7419,604,861,552.9,783,0,33,733,3,1,24,23,0,1747,733,3803,0.26636999130249,68,0.0735300016403198,26.2982463713488,15.0113895944671,1040.71692770103,10199.5250840572,771
"665",2021-12-25,41305,7833,605,506,581.1,541,0,33,500,3,1,24,23,1,1750,500,2656,0.250380001068115,57,0.035090000629425,24.5856768475043,17.2210909905032,708.188998498491,10577.5108504774,540
"666",2021-12-26,42116,8466,605,430,585,811,1,52,747,7,1,27,26,0,1757,748,2040,0.21863000869751,54,0.0185199999809265,21.34695786733,18.9466678056362,1027.55807296554,11041.543644019,810
"667",2021-12-27,43274,9316,605,549,607.9,1158,1,57,1093,5,2,31,29,0,1762,1094,1898,0.272390003204346,183,0.0546400022506714,25.3241396681269,21.1387408530661,1545.82684971673,12678.1635575512,1151
"668",2021-12-28,44551,10292,605,874,662.9,1277,0,75,1196,7,1,37,36,0,1769,1196,2597,0.388139991760254,90,0.1,37.848885694134,24.910400619449,1916.1176650958,15843.4640544866,1262
"669",2021-12-29,45995,11385,605,1245,745,1444,1,82,1355,5,4,41,37,0,1774,1356,3486,0.304360008239746,144,0.0347199988365173,29.3663545056808,26.5752510930885,2005.49806275218,16149.7237790808,1422
"670",2021-12-30,47451,12436,606,1355,831.4,1456,0,75,1378,11,5,47,42,1,1785,1378,3324,0.314680004119873,129,0.0542600011825562,30.4951020517523,27.8950518579824,2051.87194057862,17840.623695962,1443
"671",2021-12-31,48374,12875,609,1346,900.7,923,0,66,856,13,5,55,50,3,1798,856,3305,0.357639999389648,182,0.0164800000190735,33.9833541148912,28.9929243927742,1336.56693645688,19110.4547977597,911
"672",2022-01-01,48811,12768,609,1181,997.1,437,0,60,376,17,6,71,65,0,1815,376,2500,0.400400009155273,169,0.118339996337891,38.2540083278114,30.9455431756752,640.983757400734,19728.7250385441,433
"673",2022-01-02,49436,12738,610,505,1007.9,625,0,74,551,9,5,76,71,1,1824,551,2226,0.312220001220703,64,0.0468800020217896,30.4804385522567,32.2503261306648,864.346712545194,18271.2094816709,616
